_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan,scans[47].timestamp,scans[47].scan,scans[48].timestamp,scans[48].scan,scans[49].timestamp,scans[49].scan,scans[50].timestamp,scans[50].scan,scans[51].timestamp,scans[51].scan,scans[52].timestamp,scans[52].scan,scans[53].timestamp,scans[53].scan,scans[54].timestamp,scans[54].scan,scans[55].timestamp,scans[55].scan,scans[56].timestamp,scans[56].scan
67d7c10b380fe7c6439e6d03,3235498152,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-19T18:36:00,shipment manifested,2024-12-20T17:38:00,shipment dropped off awaiting carrier collection,2024-12-21T09:31:00,shipment collected,2024-12-21T15:20:00,in transit,2024-12-21T15:22:00,in transit,2024-12-21T15:24:00,in transit,2024-12-21T21:35:00,warehouse scan,2024-12-22T22:49:00,warehouse scan,2024-12-23T06:30:00,in transit,2024-12-23T13:02:00,arrival scan,2024-12-23T16:21:00,in transit,2024-12-24T08:24:00,in transit,2024-12-25T07:58:00,arrival at delivery depot,2024-12-25T16:47:00,in transit,2024-12-26T09:29:00,arrival at delivery depot,2024-12-26T12:05:00,out for delivery,2024-12-27T14:55:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6d0b,f4e8e6ce-ba17-44eb-b093-47bc0ea07778-35843,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-19T18:36:00,shipment manifested,2024-12-20T17:38:00,shipment dropped off awaiting carrier collection,2024-12-21T09:31:00,shipment collected,2024-12-21T15:20:00,in transit,2024-12-21T15:22:00,in transit,2024-12-21T15:24:00,in transit,2024-12-21T21:35:00,warehouse scan,2024-12-22T22:49:00,warehouse scan,2024-12-23T06:30:00,in transit,2024-12-23T13:02:00,arrival scan,2024-12-23T16:21:00,in transit,2024-12-24T08:24:00,in transit,2024-12-25T07:58:00,arrival at delivery depot,2024-12-25T16:47:00,in transit,2024-12-26T09:29:00,arrival at delivery depot,2024-12-26T12:05:00,out for delivery,2024-12-27T14:55:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6d39,3891687139,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-09T07:37:00,in transit,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6d3f,2bdbb851-74eb-4dac-85fd-8361f6a6cfef-73290,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-09T07:37:00,in transit,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6d4e,1Z61A84F0431504111,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T20:34:07,shipment manifested,2024-12-21T14:46:00,shipment dropped off awaiting carrier collection,2024-12-21T14:46:27,shipment dropped off awaiting carrier collection,2024-12-23T15:32:42,shipment collected,2024-12-23T17:54:21,in transit,2024-12-23T19:25:00,in transit,2024-12-23T20:48:00,in transit,2024-12-23T21:38:16,export scan,2024-12-24T00:02:03,released by customs. clearance complete.,2024-12-24T02:53:59,held awaiting tax payment by the receiver,2024-12-24T02:54:02,held awaiting tax payment by the receiver,2024-12-24T03:46:00,in transit,2024-12-24T11:34:00,in transit,2024-12-27T12:56:44,in transit,2024-12-27T13:56:09,out for delivery,2024-12-27T17:36:07,out for delivery,2024-12-27T21:40:52,1st delivery attempt. receiver not available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6df8,1726161242,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-31T12:18:32,shipment collected,2024-12-31T21:12:22,in transit,2024-12-31T21:13:58,in transit,2025-01-02T03:48:44,customs clearance in progress,2025-01-02T04:00:27,customs clearance in progress,2025-01-02T04:08:43,in transit,2025-01-02T04:13:04,customs clearance in progress,2025-01-02T04:52:54,in transit,2025-01-02T05:27:32,in transit,2025-01-02T06:08:57,in transit,2025-01-02T06:24:35,released by customs. clearance complete.,2025-01-02T06:24:35,customs clearance in progress,2025-01-02T06:26:00,in transit,2025-01-02T07:01:37,in transit,2025-01-02T07:48:00,in transit,2025-01-02T09:11:16,out for delivery,2025-01-02T12:21:08,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6e25,TI9107891,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-09T15:08:33,shipment manifested,2025-01-10T18:46:00,in transit,2025-01-10T18:46:00,shipment collected,2025-01-13T15:55:00,in transit,2025-01-14T03:29:45,in transit,2025-01-14T06:26:00,warehouse scan,2025-01-14T08:05:00,out for delivery,2025-01-14T16:42:00,delivery attempted,2025-01-14T16:42:00,delivery attempted,2025-01-14T20:39:00,warehouse scan,2025-01-15T02:22:00,out for delivery,2025-01-15T07:18:00,out for delivery,2025-01-15T12:25:00,delivery attempted,2025-01-15T17:10:06,delivery attempted,2025-01-17T07:34:46,delivery rescheduled,2025-01-17T08:30:00,out for delivery,2025-01-17T09:51:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6f5a,76ed0982-6825-4712-8247-62de661e610f-82836,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-09T07:21:00,shipment manifested,2024-12-09T10:20:00,shipment dropped off awaiting carrier collection,2024-12-10T08:19:00,shipment collected,2024-12-10T16:50:00,in transit,2024-12-11T00:46:00,warehouse scan,2024-12-11T02:27:00,warehouse scan,2024-12-11T07:11:00,arrival scan,2024-12-11T07:11:00,export scan,2024-12-11T07:18:00,export scan,2024-12-11T13:52:00,customs clearance in progress,2024-12-12T22:28:00,arrival at delivery depot,2024-12-19T19:05:00,in transit,2025-01-02T17:54:00,arrival scan,2025-01-03T14:33:00,arrival at delivery depot,2025-01-06T16:00:00,customs clearance in progress,2025-01-07T07:19:00,arrival at delivery depot,2025-01-07T20:36:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e6f7d,2909094696,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-09T07:21:00,shipment manifested,2024-12-09T10:20:00,shipment dropped off awaiting carrier collection,2024-12-10T08:19:00,shipment collected,2024-12-10T16:50:00,in transit,2024-12-11T00:46:00,warehouse scan,2024-12-11T02:27:00,warehouse scan,2024-12-11T07:11:00,arrival scan,2024-12-11T07:11:00,export scan,2024-12-11T07:18:00,export scan,2024-12-11T13:52:00,customs clearance in progress,2024-12-12T22:28:00,arrival at delivery depot,2024-12-19T19:05:00,in transit,2025-01-02T17:54:00,arrival scan,2025-01-03T14:33:00,arrival at delivery depot,2025-01-06T16:00:00,customs clearance in progress,2025-01-07T07:19:00,arrival at delivery depot,2025-01-07T20:36:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e86dd,TI2242747,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2024-12-20T13:48:00,in transit,2024-12-20T13:48:00,shipment collected,2024-12-20T17:47:00,in transit,2024-12-20T19:33:56,shipment manifested,2024-12-20T23:29:00,in transit,2024-12-21T03:33:00,warehouse scan,2024-12-21T03:35:00,out for delivery,2024-12-23T10:37:00,delivery attempted,2024-12-23T10:37:00,delivery attempted,2024-12-24T00:05:00,out for delivery,2024-12-24T09:52:00,delivery attempted,2024-12-27T05:06:00,warehouse scan,2024-12-27T05:09:00,out for delivery,2024-12-27T08:08:00,out for delivery,2024-12-27T09:37:00,delivery attempted,2024-12-30T05:39:00,out for delivery,2024-12-30T08:25:00,out for delivery,2024-12-30T10:31:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e86e1,63ce5787-bb81-4783-91c6-a788a690f453-12576,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T07:37:00,in transit,2025-01-15T12:09:00,in transit,2025-01-17T03:56:00,in transit,2025-01-17T06:06:00,additional information required for customs clearance,2025-01-17T06:06:00,customs clearance in progress,2025-01-17T06:06:00,released by customs. clearance complete.,2025-01-17T06:47:00,arrival scan,2025-01-17T09:40:00,arrival at delivery depot,2025-01-17T10:00:00,awaiting further instructions,2025-01-18T16:17:00,customs clearance in progress,2025-01-18T17:17:00,customs clearance in progress,2025-01-18T18:05:00,arrival at delivery depot,2025-01-19T22:40:00,arrival at delivery depot,2025-01-20T09:02:00,out for delivery,2025-01-20T09:02:00,out for delivery,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T13:19:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e86e9,3700557592,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-07T10:16:00,released by customs. clearance complete.,2025-01-07T22:25:00,arrival scan,2025-01-07T23:02:00,arrival at delivery depot,2025-01-08T21:04:00,arrival scan,2025-01-08T23:49:00,arrival at delivery depot,2025-01-08T23:49:00,arrival at delivery depot,2025-01-09T01:04:00,arrival at delivery depot,2025-01-09T01:04:00,arrival at delivery depot,2025-01-10T10:43:00,arrival at delivery depot,2025-01-10T10:43:00,arrival at delivery depot,2025-01-10T10:54:00,out for delivery,2025-01-10T10:54:00,out for delivery,2025-01-10T19:46:00,delivery attempted,2025-01-10T19:46:00,delivery attempted,2025-01-10T23:30:00,delivered,2025-01-10T23:30:00,delivered,2025-01-10T23:46:00,delivery attempted,2025-01-10T23:46:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8735,3891687139,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-09T07:37:00,in transit,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:29:00,delivery attempted,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e873b,2bdbb851-74eb-4dac-85fd-8361f6a6cfef-73290,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-09T07:37:00,in transit,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-17T10:35:00,released by customs. clearance complete.,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:29:00,delivery attempted,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8767,1Z7E524X0490762751,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-08T22:42:00,in transit,2025-01-08T23:46:00,in transit,2025-01-09T03:50:00,in transit,2025-01-09T04:28:19,released by customs. clearance complete.,2025-01-09T04:28:19,internal activity scan,2025-01-09T05:16:00,in transit,2025-01-09T06:07:00,in transit,2025-01-09T06:09:00,in transit,2025-01-09T06:19:25,held awaiting tax payment by the receiver,2025-01-09T06:19:31,held awaiting tax payment by the receiver,2025-01-09T06:19:31,held awaiting tax payment by the receiver,2025-01-09T06:45:00,in transit,2025-01-09T06:45:00,in transit,2025-01-09T08:00:00,in transit,2025-01-09T08:00:00,in transit,2025-01-09T09:50:04,out for delivery,2025-01-09T09:50:04,out for delivery,2025-01-09T11:45:19,1st of 3 delivery attempts. receiver not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e876f,3891552757,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-14T07:37:00,in transit,2025-01-15T12:09:00,in transit,2025-01-17T03:56:00,in transit,2025-01-17T06:06:00,additional information required for customs clearance,2025-01-17T06:06:00,customs clearance in progress,2025-01-17T06:06:00,released by customs. clearance complete.,2025-01-17T06:47:00,arrival scan,2025-01-17T09:40:00,arrival at delivery depot,2025-01-17T10:00:00,awaiting further instructions,2025-01-18T16:17:00,customs clearance in progress,2025-01-18T17:17:00,customs clearance in progress,2025-01-18T18:05:00,arrival at delivery depot,2025-01-19T22:40:00,arrival at delivery depot,2025-01-20T09:02:00,out for delivery,2025-01-20T09:02:00,out for delivery,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T10:30:00,released by customs. clearance complete.,2025-01-20T13:19:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e87b1,35ad825f-f3fa-414e-9c79-a29ad5f7fbd2-19825,01f30ac3-4496-408f-b1b0-dc6ed4a36006,2024-12-23T17:13:26,shipment manifested,2024-12-24T10:15:21,in transit,2024-12-24T18:15:03,warehouse scan,2024-12-24T19:15:09,in transit,2024-12-24T19:45:17,in transit,2024-12-24T22:30:10,warehouse scan,2024-12-24T23:30:08,in transit,2024-12-25T00:30:03,warehouse scan,2024-12-27T03:45:07,in transit,2024-12-27T10:45:04,warehouse scan,2024-12-27T16:00:24,in transit,2024-12-28T00:30:13,in transit,2024-12-28T02:15:11,warehouse scan,2024-12-28T10:30:13,in transit,2024-12-28T16:15:05,in transit,2024-12-30T05:15:02,warehouse scan,2024-12-30T07:45:08,out for delivery,2024-12-30T17:00:12,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e87f7,TI9107891,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-09T15:08:33,shipment manifested,2025-01-10T18:46:00,in transit,2025-01-10T18:46:00,shipment collected,2025-01-13T15:55:00,in transit,2025-01-14T03:29:45,in transit,2025-01-14T06:26:00,warehouse scan,2025-01-14T08:05:00,out for delivery,2025-01-14T16:42:00,delivery attempted,2025-01-14T16:42:00,delivery attempted,2025-01-14T20:39:00,warehouse scan,2025-01-15T02:22:00,out for delivery,2025-01-15T07:18:00,out for delivery,2025-01-15T12:25:00,delivery attempted,2025-01-15T17:10:06,delivery attempted,2025-01-17T07:34:46,delivery rescheduled,2025-01-17T08:30:00,out for delivery,2025-01-17T09:51:00,delivery attempted,2025-01-17T14:50:50,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8863,JD014600011928553487,a1630cac-f11e-45eb-ba58-de00a0c48748,2025-01-03T13:55:22,shipment collected,2025-01-03T16:17:53,in transit,2025-01-03T17:30:58,in transit,2025-01-04T00:08:06,in transit,2025-01-04T00:08:13,shipment on hold,2025-01-04T03:22:10,in transit,2025-01-04T04:01:58,in transit,2025-01-04T13:23:58,in transit,2025-01-04T17:02:00,shipment on hold,2025-01-04T17:13:56,in transit,2025-01-04T17:13:56,in transit,2025-01-05T01:36:58,in transit,2025-01-05T19:00:05,released by customs. clearance complete.,2025-01-05T19:06:27,in transit,2025-01-05T19:14:35,in transit,2025-01-06T06:14:34,in transit,2025-01-06T09:07:33,out for delivery,2025-01-06T12:54:54,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9d73,e5640f3b-b470-4c9d-8980-92c08c35e53b-42328,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-08T12:56:00,shipment manifested,2025-01-08T14:13:00,shipment dropped off awaiting carrier collection,2025-01-08T15:25:00,shipment collected,2025-01-08T16:38:00,in transit,2025-01-08T23:41:00,warehouse scan,2025-01-09T01:00:00,in transit,2025-01-09T04:42:00,warehouse scan,2025-01-09T10:44:00,export scan,2025-01-09T11:55:00,in transit,2025-01-10T00:01:00,arrival scan,2025-01-10T10:44:00,in transit,2025-01-10T13:10:00,in transit,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,customs clearance in progress,2025-01-16T14:35:00,arrival scan,2025-01-17T10:30:00,released by customs. clearance complete.,2025-01-20T09:04:00,arrival at delivery depot,2025-01-20T09:04:00,out for delivery,2025-01-20T09:29:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9d74,1Z61A84F0431504111,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-20T20:34:07,shipment manifested,2024-12-21T14:46:00,shipment dropped off awaiting carrier collection,2024-12-21T14:46:27,shipment dropped off awaiting carrier collection,2024-12-23T15:32:42,shipment collected,2024-12-23T17:54:21,in transit,2024-12-23T19:25:00,in transit,2024-12-23T20:48:00,in transit,2024-12-23T21:38:16,export scan,2024-12-24T00:02:03,released by customs. clearance complete.,2024-12-24T02:53:59,held awaiting tax payment by the receiver,2024-12-24T02:54:02,held awaiting tax payment by the receiver,2024-12-24T03:46:00,in transit,2024-12-24T11:34:00,in transit,2024-12-27T12:56:44,in transit,2024-12-27T13:56:09,out for delivery,2024-12-27T17:36:07,out for delivery,2024-12-27T21:40:52,1st delivery attempt. receiver not available.,2024-12-28T09:32:57,in transit,2024-12-30T19:57:30,2nd delivery attempt. unable to collect tax payment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9d92,1Z7E524X0490762751,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-08T22:42:00,in transit,2025-01-08T23:46:00,in transit,2025-01-09T03:50:00,in transit,2025-01-09T04:28:19,released by customs. clearance complete.,2025-01-09T04:28:19,internal activity scan,2025-01-09T05:16:00,in transit,2025-01-09T06:07:00,in transit,2025-01-09T06:09:00,in transit,2025-01-09T06:19:25,held awaiting tax payment by the receiver,2025-01-09T06:19:31,held awaiting tax payment by the receiver,2025-01-09T06:19:31,held awaiting tax payment by the receiver,2025-01-09T06:45:00,in transit,2025-01-09T06:45:00,in transit,2025-01-09T08:00:00,in transit,2025-01-09T08:00:00,in transit,2025-01-09T09:50:04,out for delivery,2025-01-09T09:50:04,out for delivery,2025-01-09T11:45:19,1st of 3 delivery attempts. receiver not available,2025-01-09T11:45:19,1st of 3 delivery attempts. receiver not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9d96,65634eaa-f61f-4c28-b24c-e6f138dce1b2-18830,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-08T13:01:00,shipment manifested,2025-01-08T19:35:00,shipment dropped off awaiting carrier collection,2025-01-09T14:07:00,shipment collected,2025-01-09T14:57:00,in transit,2025-01-09T21:04:00,warehouse scan,2025-01-10T00:00:00,in transit,2025-01-10T01:19:00,warehouse scan,2025-01-10T06:41:00,arrival scan,2025-01-10T06:41:00,export scan,2025-01-10T07:32:00,in transit,2025-01-13T08:16:00,in transit,2025-01-16T10:39:00,arrival scan,2025-01-16T10:40:00,delayed due to circumstances beyond our control - corrective action underway,2025-01-22T12:54:00,customs clearance in progress,2025-01-22T12:56:00,released by customs. clearance complete.,2025-01-22T12:57:00,arrival at delivery depot,2025-01-23T06:47:00,arrival at delivery depot,2025-01-23T11:50:00,shipment ready for collection from pick-up point,2025-01-23T11:50:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9de6,1726140205,a1630cac-f11e-45eb-ba58-de00a0c48748,2024-12-30T14:17:55,shipment collected,2024-12-30T21:35:56,in transit,2024-12-30T21:36:58,in transit,2025-01-01T02:24:31,in transit,2025-01-01T10:39:51,shipment on hold,2025-01-02T03:48:44,customs clearance in progress,2025-01-02T03:59:59,customs clearance in progress,2025-01-02T04:08:42,in transit,2025-01-02T04:12:04,customs clearance in progress,2025-01-02T04:50:24,in transit,2025-01-02T05:06:50,in transit,2025-01-02T06:02:05,in transit,2025-01-02T06:44:42,released by customs. clearance complete.,2025-01-02T06:44:42,customs clearance in progress,2025-01-02T06:55:44,in transit,2025-01-02T07:01:34,in transit,2025-01-02T08:00:59,in transit,2025-01-02T08:55:40,out for delivery,2025-01-02T10:17:52,delivery attempted. receiver not available for delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9de9,74367045-ee42-4c93-a960-f452bcb6fb3b-42981,5d0e294f-b483-4ba8-bd53-7f058427f35a,2024-12-21T07:35:00,in transit,2024-12-23T10:14:00,in transit,2024-12-28T07:44:00,in transit,2024-12-28T09:48:00,additional information required for customs clearance,2024-12-28T09:48:00,customs clearance in progress,2024-12-28T09:48:00,released by customs. clearance complete.,2024-12-28T12:48:00,awaiting further instructions,2024-12-29T09:37:00,customs clearance in progress,2024-12-29T10:35:00,arrival scan,2024-12-29T10:37:00,customs clearance in progress,2024-12-29T15:23:00,arrival at delivery depot,2024-12-29T15:48:00,released by customs. clearance complete.,2024-12-30T08:29:00,arrival at delivery depot,2024-12-30T08:51:00,released by customs. clearance complete.,2025-01-01T15:00:00,arrival at delivery depot,2025-01-01T15:00:00,arrival at delivery depot,2025-01-02T06:38:00,arrival at delivery depot,2025-01-02T06:38:00,arrival at delivery depot,2025-01-02T07:52:00,delivery attempted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
