_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan
67d7c10b380fe7c6439e7145,1Z61A84F0435142746,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-16T22:50:00,in transit,2025-01-17T00:06:00,in transit,2025-01-17T06:50:00,in transit,2025-01-17T06:51:00,awaiting release from customs,2025-01-17T06:51:00,internal activity scan,2025-01-17T06:52:04,awaiting release from customs,2025-01-17T07:01:42,held awaiting tax payment by the receiver,2025-01-17T07:01:46,held awaiting tax payment by the receiver,2025-01-17T08:30:00,in transit,2025-01-17T10:20:00,in transit,2025-01-17T10:52:00,out for delivery,2025-01-17T15:21:31,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-17T15:21:31,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-17T19:54:42,carrier to contact sender or receiver,2025-01-17T19:54:42,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-17T19:54:42,carrier to contact sender or receiver,2025-01-17T19:54:42,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e7666,1Z61A84F0434441344,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-09T09:43:24,shipment manifested,2024-12-09T10:44:00,shipment dropped off awaiting carrier collection,2024-12-09T10:44:33,shipment dropped off awaiting carrier collection,2024-12-11T14:19:46,shipment collected,2024-12-11T20:46:20,in transit,2024-12-11T20:52:00,export scan,2024-12-11T22:25:00,in transit,2024-12-11T23:43:00,in transit,2024-12-13T20:32:00,in transit,2024-12-14T05:04:35,internal activity scan,2024-12-14T06:28:00,in transit,2024-12-14T08:02:00,in transit,2024-12-16T00:10:22,in transit,2024-12-16T22:14:46,out for delivery,2024-12-17T00:23:21,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-17T04:09:41,carrier to contact sender or receiver,2024-12-17T04:09:41,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e792f,1Z7E524X0493662461,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-19T10:36:27,shipment manifested,2024-12-20T15:31:03,shipment collected,2024-12-20T17:40:48,in transit,2024-12-20T18:10:00,in transit,2024-12-20T21:09:00,in transit,2024-12-20T21:22:01,export scan,2024-12-21T05:53:00,in transit,2024-12-21T14:18:00,in transit,2024-12-27T06:09:48,in transit,2024-12-27T07:42:45,additional information required for customs clearance,2025-01-02T19:31:45,warehouse scan,2025-01-03T04:20:42,in transit,2025-01-03T07:37:00,in transit,2025-01-03T12:50:49,in transit,2025-01-03T14:00:00,rescheduled delivery due to updated address,2025-01-03T14:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-11T00:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e7a6c,1Z61A84F0405220155,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-24T22:51:00,in transit,2024-12-25T07:41:00,in transit,2024-12-27T06:37:06,in transit,2024-12-27T11:00:00,arrived late at destination - expect 1 business day delivery delay,2024-12-27T22:07:00,in transit,2024-12-27T22:21:00,in transit,2024-12-30T10:05:32,in transit,2024-12-30T10:05:32,in transit,2024-12-30T15:02:27,out for delivery,2024-12-30T15:02:27,out for delivery,2024-12-30T15:22:33,1st delivery attempt. unable to collect tax payment.,2024-12-30T15:22:33,1st delivery attempt. unable to collect tax payment.,2024-12-30T22:42:58,in transit,2024-12-30T22:42:58,in transit,2024-12-31T15:31:00,out for delivery,2024-12-31T15:31:00,out for delivery,2024-12-31T15:51:47,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e7b74,1Z61A84F0415219442,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-19T21:17:43,shipment manifested,2024-12-20T10:00:00,shipment dropped off awaiting carrier collection,2024-12-20T10:00:18,shipment dropped off awaiting carrier collection,2024-12-20T12:53:23,shipment collected,2024-12-20T17:20:43,in transit,2024-12-20T19:45:00,in transit,2024-12-20T20:30:00,in transit,2024-12-20T20:56:26,export scan,2024-12-20T23:21:00,in transit,2024-12-21T08:37:00,in transit,2024-12-23T00:29:00,in transit,2024-12-23T06:33:58,held awaiting tax payment by the receiver,2024-12-23T06:34:03,held awaiting tax payment by the receiver,2024-12-23T07:01:06,released by customs. clearance complete.,2024-12-23T10:19:06,in transit,2024-12-23T14:01:54,out for delivery,2024-12-23T19:37:15,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8074,1Z61A84F0436129992,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-18T16:14:09,shipment manifested,2024-12-20T09:15:00,shipment dropped off awaiting carrier collection,2024-12-20T09:15:57,shipment dropped off awaiting carrier collection,2024-12-20T13:39:53,shipment collected,2024-12-20T18:03:31,in transit,2024-12-20T18:50:00,in transit,2024-12-20T20:12:00,in transit,2024-12-20T20:34:55,warehouse scan,2024-12-20T20:36:25,export scan,2024-12-20T22:44:00,in transit,2024-12-20T23:47:00,in transit,2024-12-21T04:35:00,in transit,2024-12-23T19:19:00,in transit,2024-12-23T23:29:00,in transit,2024-12-24T03:11:31,in transit,2024-12-24T04:17:05,out for delivery,2024-12-24T11:24:50,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e84bb,1Z7E524X0499367421,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-03T23:08:00,in transit,2025-01-04T07:49:00,in transit,2025-01-04T17:39:27,in transit,2025-01-04T21:30:23,warehouse scan,2025-01-04T21:30:23,warehouse scan,2025-01-05T12:47:11,in transit,2025-01-05T12:47:11,in transit,2025-01-06T13:46:39,documents or info requested has now been received and submitted to the regulatory agency for clearance,2025-01-06T13:46:39,documents or info requested has now been received and submitted to the regulatory agency for clearance,2025-01-06T13:47:13,released by customs. clearance complete.,2025-01-06T13:47:13,released by customs. clearance complete.,2025-01-07T15:31:41,in transit,2025-01-07T15:31:41,in transit,2025-01-07T16:03:01,rescheduled delivery due to updated address,2025-01-07T16:03:01,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-07T16:03:01,rescheduled delivery due to updated address,2025-01-07T16:03:01,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e87b6,c0381285-45e9-48fa-a220-68bd648edf48-63918,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-03T13:39:00,shipment manifested,2025-01-03T14:21:00,shipment dropped off awaiting carrier collection,2025-01-04T17:22:00,in transit,2025-01-05T02:05:00,warehouse scan,2025-01-05T23:20:00,warehouse scan,2025-01-06T06:30:00,in transit,2025-01-06T06:49:00,valid receiver's tax id required for customs clearance,2025-01-06T11:18:00,arrival scan,2025-01-06T22:02:00,arrival at delivery depot,2025-01-06T22:48:00,in transit,2025-01-07T09:00:00,arrival at delivery depot,2025-01-07T10:41:00,delivered,2025-01-07T23:08:00,in transit,2025-01-14T08:30:00,delivered,2025-01-15T19:00:00,in transit,2025-01-15T19:12:00,arrival at delivery depot,2025-01-17T00:02:00,awaiting further instructions,2025-01-17T00:11:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e887e,3739310890,5d0e294f-b483-4ba8-bd53-7f058427f35a,2025-01-03T13:39:00,shipment manifested,2025-01-03T14:21:00,shipment dropped off awaiting carrier collection,2025-01-04T17:22:00,in transit,2025-01-05T02:05:00,warehouse scan,2025-01-05T23:20:00,warehouse scan,2025-01-06T06:30:00,in transit,2025-01-06T06:49:00,valid receiver's tax id required for customs clearance,2025-01-06T11:18:00,arrival scan,2025-01-06T22:02:00,arrival at delivery depot,2025-01-06T22:48:00,in transit,2025-01-07T09:00:00,arrival at delivery depot,2025-01-07T10:41:00,delivered,2025-01-07T23:08:00,in transit,2025-01-14T08:30:00,delivered,2025-01-15T19:00:00,in transit,2025-01-15T19:12:00,arrival at delivery depot,2025-01-17T00:02:00,awaiting further instructions,2025-01-17T00:11:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8d68,CB1070189,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-14T11:40:00,in transit,2025-01-14T11:40:00,shipment collected,2025-01-14T13:35:54,shipment manifested,2025-01-14T18:31:00,in transit,2025-01-14T23:34:20,in transit,2025-01-15T06:36:00,warehouse scan,2025-01-15T07:28:00,out for delivery,2025-01-15T09:56:00,delivery attempted,2025-01-15T09:56:00,delivery refused,2025-01-16T12:57:01,delivery refused,2025-01-16T18:08:14,delivery rescheduled,2025-01-17T07:38:00,out for delivery,2025-01-17T09:36:00,delivery refused,2025-01-20T07:02:00,out for delivery,2025-01-20T08:10:00,out for delivery,2025-01-20T08:49:22,delivery refused,2025-01-20T08:49:36,returned to sender,2025-01-20T08:57:32,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8d7c,a13f4231-c07e-471f-9662-07b5f3d7b99d-68195,01f30ac3-4496-408f-b1b0-dc6ed4a36006,2025-01-07T08:58:05,shipment manifested,2025-01-08T19:30:16,warehouse scan,2025-01-08T22:15:19,in transit,2025-01-08T23:15:39,in transit,2025-01-08T23:15:39,warehouse scan,2025-01-09T05:30:21,in transit,2025-01-09T12:30:31,warehouse scan,2025-01-09T17:00:08,in transit,2025-01-09T18:45:19,warehouse scan,2025-01-10T10:30:09,in transit,2025-01-10T12:30:36,warehouse scan,2025-01-10T14:15:19,in transit,2025-01-10T18:00:05,delay due to adverse weather conditions,2025-01-16T19:30:19,in transit,2025-01-17T13:45:15,warehouse scan,2025-01-20T18:15:27,in transit,2025-01-20T21:45:07,customs clearance in progress,2025-01-22T16:00:10,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8f4b,1Z61A84F0401047814,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-17T16:21:50,shipment manifested,2024-12-18T11:27:23,shipment collected,2024-12-18T17:03:00,in transit,2024-12-18T18:58:00,in transit,2024-12-19T00:47:00,in transit,2024-12-19T00:50:19,delay due to mechanical failure,2024-12-19T00:55:18,delay due to flight cancelled or delayed,2024-12-19T16:40:07,internal activity scan,2024-12-20T04:04:00,in transit,2024-12-20T15:59:00,in transit,2024-12-21T04:33:33,in transit,2024-12-21T12:06:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-26T07:21:42,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-27T13:55:45,warehouse scan,2024-12-28T00:38:20,warehouse scan,2024-12-30T13:42:03,warehouse scan,2024-12-31T08:58:10,carrier to contact sender or receiver,2024-12-31T08:58:10,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8f58,1Z7E524X0492096941,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-18T11:47:16,shipment manifested,2024-12-19T17:53:05,shipment collected,2024-12-20T09:09:58,in transit,2024-12-20T10:51:00,in transit,2024-12-20T20:46:00,in transit,2024-12-20T21:24:51,export scan,2024-12-21T05:53:00,in transit,2024-12-21T14:18:00,in transit,2024-12-23T07:33:05,in transit,2024-12-23T11:00:36,warehouse scan,2024-12-23T15:49:47,held awaiting tax payment by the receiver,2024-12-23T15:49:52,held awaiting tax payment by the receiver,2024-12-23T21:30:21,released by customs. clearance complete.,2024-12-24T04:40:00,in transit,2024-12-24T07:09:00,in transit,2024-12-24T14:30:00,in transit,2024-12-24T14:40:51,out for delivery,2024-12-24T20:06:11,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8f8e,1Z7E524X0494847555,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-23T22:25:00,in transit,2024-12-23T23:47:00,in transit,2024-12-26T06:29:06,in transit,2024-12-26T14:06:55,unable to contact receiver,2024-12-26T14:06:55,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-28T06:30:54,in transit,2024-12-28T14:03:39,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-29T09:52:19,delivery rescheduled,2024-12-29T09:52:19,delivery to alternative address requested,2024-12-29T09:52:19,delivery rescheduled,2024-12-30T02:42:04,in transit,2024-12-30T02:42:04,in transit,2024-12-30T06:59:25,in transit,2024-12-30T06:59:25,in transit,2024-12-30T14:32:11,unable to contact receiver,2024-12-30T14:32:11,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-12-30T14:32:11,unable to contact receiver,2024-12-30T14:32:11,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e8fb7,TI6767294,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-03T00:00:00,shipment manifested,2025-01-03T14:37:21,in transit,2025-01-03T14:37:21,shipment collected,2025-01-03T16:00:00,shipment collected,2025-01-03T20:09:00,in transit,2025-01-05T17:57:00,in transit,2025-01-06T06:06:00,warehouse scan,2025-01-06T06:35:00,out for delivery,2025-01-06T12:12:00,delivery attempted,2025-01-06T12:12:00,delivery attempted,2025-01-07T00:15:00,out for delivery,2025-01-07T13:06:00,delivery attempted,2025-01-07T17:31:51,delivery attempted,2025-01-07T21:54:18,delivery rescheduled,2025-01-08T00:07:00,warehouse scan,2025-01-08T07:50:00,out for delivery,2025-01-08T09:44:00,out for delivery,2025-01-08T12:51:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e901d,1Z7E524X0492914351,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-18T11:47:16,shipment manifested,2024-12-19T17:53:05,shipment collected,2024-12-20T09:10:03,in transit,2024-12-20T10:51:00,in transit,2024-12-20T20:46:00,in transit,2024-12-20T22:14:42,export scan,2024-12-21T05:53:00,in transit,2024-12-21T14:18:00,in transit,2024-12-23T07:29:50,in transit,2024-12-23T11:00:38,warehouse scan,2024-12-23T15:49:47,held awaiting tax payment by the receiver,2024-12-23T15:49:52,held awaiting tax payment by the receiver,2024-12-23T21:30:21,released by customs. clearance complete.,2024-12-24T04:40:00,in transit,2024-12-24T07:09:00,in transit,2024-12-24T14:30:00,in transit,2024-12-24T14:40:51,out for delivery,2024-12-24T20:06:11,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439e9267,1Z61A84F6812459284,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-04T08:17:30,shipment manifested,2025-01-06T10:37:39,shipment collected,2025-01-06T18:04:36,in transit,2025-01-06T19:30:00,in transit,2025-01-06T21:40:00,in transit,2025-01-06T23:40:29,export scan,2025-01-07T10:08:00,in transit,2025-01-07T20:49:00,in transit,2025-01-08T09:40:00,in transit,2025-01-08T14:56:11,internal activity scan,2025-01-08T15:08:04,held awaiting tax payment by the receiver,2025-01-08T15:14:00,released by customs. clearance complete.,2025-01-08T17:20:25,warehouse scan,2025-01-08T17:55:41,in transit,2025-01-08T23:05:00,in transit,2025-01-09T04:30:09,in transit,2025-01-09T08:05:31,out for delivery,2025-01-09T14:23:07,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ea0d6,1Z251V570499540522,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-09T22:47:00,in transit,2024-12-10T00:09:00,in transit,2024-12-10T22:15:00,in transit,2024-12-19T20:26:19,warehouse scan,2024-12-20T21:15:14,warehouse scan,2024-12-22T21:10:32,warehouse scan,2024-12-23T20:32:37,warehouse scan,2024-12-24T21:06:36,warehouse scan,2024-12-25T20:46:18,warehouse scan,2024-12-26T20:51:52,warehouse scan,2024-12-27T20:50:12,warehouse scan,2024-12-29T20:38:35,warehouse scan,2024-12-29T20:38:35,warehouse scan,2024-12-30T20:39:18,warehouse scan,2024-12-30T20:39:18,warehouse scan,2025-01-02T20:44:42,warehouse scan,2025-01-02T20:44:42,warehouse scan,2025-01-02T20:44:42,warehouse scan,2025-01-03T07:25:49,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ea3e6,1Z61A84F0413254729,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-17T13:59:06,shipment manifested,2024-10-18T12:34:28,shipment collected,2024-10-18T16:46:07,in transit,2024-10-18T18:15:00,in transit,2024-10-18T20:44:00,in transit,2024-10-18T22:09:08,missing or incomplete export documentation,2024-10-21T09:11:02,released by customs. clearance complete.,2024-10-21T15:13:22,internal activity scan,2024-10-21T20:16:12,export scan,2024-10-21T21:30:00,in transit,2024-10-21T23:06:00,in transit,2024-10-23T04:20:00,in transit,2024-10-25T08:02:23,awaiting release from customs,2024-10-25T08:02:23,additional information required for customs clearance,2024-10-31T10:02:19,investigation opened for lost package,2024-10-31T14:08:58,awaiting release from customs,2024-10-31T14:08:58,additional information required for customs clearance,2024-11-01T14:56:49,carrier to contact sender or receiver,2024-11-01T14:56:49,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ea483,1Z61A84F0406304330,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-17T13:59:06,shipment manifested,2024-10-18T12:34:28,shipment collected,2024-10-18T16:45:46,in transit,2024-10-18T18:15:00,in transit,2024-10-18T20:44:00,in transit,2024-10-18T22:09:08,missing or incomplete export documentation,2024-10-21T09:11:02,released by customs. clearance complete.,2024-10-21T15:13:22,internal activity scan,2024-10-21T20:15:40,export scan,2024-10-21T21:30:00,in transit,2024-10-21T23:06:00,in transit,2024-10-23T04:20:00,in transit,2024-10-25T08:02:23,awaiting release from customs,2024-10-25T08:02:23,additional information required for customs clearance,2024-10-31T10:02:19,investigation opened for lost package,2024-10-31T14:08:58,awaiting release from customs,2024-10-31T14:08:58,additional information required for customs clearance,2024-11-01T14:56:49,carrier to contact sender or receiver,2024-11-01T14:56:49,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ea5dc,1Z7E524X0493662461,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-19T10:36:27,shipment manifested,2024-12-20T15:31:03,shipment collected,2024-12-20T17:40:48,in transit,2024-12-20T18:10:00,in transit,2024-12-20T21:09:00,in transit,2024-12-20T21:22:01,export scan,2024-12-21T05:53:00,in transit,2024-12-21T14:18:00,in transit,2024-12-27T06:09:48,in transit,2024-12-27T07:42:45,additional information required for customs clearance,2025-01-02T19:31:45,warehouse scan,2025-01-03T04:20:42,in transit,2025-01-03T07:37:00,in transit,2025-01-03T12:50:49,in transit,2025-01-03T14:00:00,rescheduled delivery due to updated address,2025-01-03T14:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-11T00:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-11T01:05:00,carrier to contact sender or receiver,2025-01-11T01:05:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ea742,H00FFA0003188783,6e28e500-05f1-4745-9878-e4952ac9afeb,2024-12-30T12:24:21,shipment manifested,2025-01-02T07:39:00,collection scheduled,2025-01-02T11:24:45,shipment collected,2025-01-02T11:56:12,warehouse scan,2025-01-02T18:11:05,warehouse scan,2025-01-03T19:43:08,warehouse scan,2025-01-03T20:48:33,in transit,2025-01-04T03:27:52,warehouse scan,2025-01-04T11:51:19,out for delivery,2025-01-04T12:31:04,delivery attempted. receiver not available for delivery,2025-01-06T10:59:27,out for delivery,2025-01-06T11:24:08,scheduled for delivery,2025-01-06T14:27:17,delivery failed,2025-01-07T10:55:05,out for delivery,2025-01-07T10:55:20,warehouse scan,2025-01-07T11:24:49,scheduled for delivery,2025-01-07T11:25:57,delivery failed,2025-01-08T10:59:41,out for delivery,2025-01-08T11:16:46,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ead22,1Z61A84F0401217023,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-17T20:27:52,shipment manifested,2024-12-18T14:46:34,shipment collected,2024-12-18T19:54:00,in transit,2024-12-18T20:15:00,in transit,2024-12-19T20:02:00,in transit,2024-12-19T21:00:08,export scan,2024-12-20T03:55:00,in transit,2024-12-20T12:41:00,in transit,2024-12-20T18:46:00,in transit,2024-12-20T22:41:44,released by customs. clearance complete.,2024-12-21T10:37:00,in transit,2024-12-21T11:31:31,in transit,2024-12-21T12:46:00,in transit,2024-12-21T14:04:54,export scan,2024-12-24T06:30:00,in transit,2024-12-24T08:00:00,in transit,2024-12-24T10:42:44,in transit,2024-12-24T13:16:50,out for delivery,2024-12-24T17:21:38,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ead2f,1Z61A84F0417554031,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-12T23:47:36,shipment manifested,2025-01-13T13:30:00,shipment dropped off awaiting carrier collection,2025-01-13T13:30:19,shipment dropped off awaiting carrier collection,2025-01-14T16:28:02,shipment collected,2025-01-15T16:19:21,in transit,2025-01-15T18:11:00,in transit,2025-01-15T21:27:00,in transit,2025-01-15T22:20:57,export scan,2025-01-15T22:50:00,in transit,2025-01-16T00:09:00,in transit,2025-01-16T03:56:00,in transit,2025-01-16T11:09:55,customs clearance in progress,2025-01-16T15:39:00,in transit,2025-01-16T19:34:00,in transit,2025-01-17T01:05:00,in transit,2025-01-17T01:24:05,customs clearance in progress,2025-01-17T02:08:21,in transit,2025-01-17T08:55:00,in transit,2025-01-18T04:25:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a4230,1Z7E524X6895258490,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-04T09:23:17,shipment manifested,2024-10-07T13:22:12,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a55db,1Z61A84F9906714200,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-18T10:29:06,shipment manifested,2024-10-21T11:58:35,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c107380fe7c6439a8d78,CB1733095,66bdc51d-a6ec-4c82-8b6d-ae07fb619028,2025-01-17T12:23:00,delivery attempted,2025-01-17T12:23:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb153,1Z251V570490981732,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-10T03:57:46,delivery rescheduled,2025-01-11T04:33:00,in transit,2025-01-11T04:33:00,in transit,2025-01-11T16:29:00,in transit,2025-01-11T16:29:00,in transit,2025-01-11T22:25:53,in transit,2025-01-11T22:25:53,in transit,2025-01-11T22:25:54,warehouse scan,2025-01-11T22:25:54,warehouse scan,2025-01-12T23:45:00,in transit,2025-01-12T23:45:00,in transit,2025-01-13T01:18:00,in transit,2025-01-13T01:18:00,in transit,2025-01-13T01:18:40,in transit,2025-01-13T01:18:40,in transit,2025-01-13T05:38:38,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-13T05:38:38,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-13T12:31:00,warehouse scan,2025-01-13T12:31:00,warehouse scan,2025-01-13T13:04:46,incomplete or incorrect delivery address. additional information or directions needed for delivery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
