_id,tracking_number,carrier,scans[0].timestamp,scans[0].scan,scans[1].timestamp,scans[1].scan,scans[2].timestamp,scans[2].scan,scans[3].timestamp,scans[3].scan,scans[4].timestamp,scans[4].scan,scans[5].timestamp,scans[5].scan,scans[6].timestamp,scans[6].scan,scans[7].timestamp,scans[7].scan,scans[8].timestamp,scans[8].scan,scans[9].timestamp,scans[9].scan,scans[10].timestamp,scans[10].scan,scans[11].timestamp,scans[11].scan,scans[12].timestamp,scans[12].scan,scans[13].timestamp,scans[13].scan,scans[14].timestamp,scans[14].scan,scans[15].timestamp,scans[15].scan,scans[16].timestamp,scans[16].scan,scans[17].timestamp,scans[17].scan,scans[18].timestamp,scans[18].scan,scans[19].timestamp,scans[19].scan,scans[20].timestamp,scans[20].scan,scans[21].timestamp,scans[21].scan,scans[22].timestamp,scans[22].scan,scans[23].timestamp,scans[23].scan,scans[24].timestamp,scans[24].scan,scans[25].timestamp,scans[25].scan,scans[26].timestamp,scans[26].scan,scans[27].timestamp,scans[27].scan,scans[28].timestamp,scans[28].scan,scans[29].timestamp,scans[29].scan,scans[30].timestamp,scans[30].scan,scans[31].timestamp,scans[31].scan,scans[32].timestamp,scans[32].scan,scans[33].timestamp,scans[33].scan,scans[34].timestamp,scans[34].scan,scans[35].timestamp,scans[35].scan,scans[36].timestamp,scans[36].scan,scans[37].timestamp,scans[37].scan,scans[38].timestamp,scans[38].scan,scans[39].timestamp,scans[39].scan,scans[40].timestamp,scans[40].scan,scans[41].timestamp,scans[41].scan,scans[42].timestamp,scans[42].scan,scans[43].timestamp,scans[43].scan,scans[44].timestamp,scans[44].scan,scans[45].timestamp,scans[45].scan,scans[46].timestamp,scans[46].scan
67d7c10b380fe7c6439eb59c,1Z61A84F0424132223,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-03T11:13:50,shipment manifested,2024-12-03T19:19:52,additional information required for customs clearance,2024-12-03T19:19:55,internal activity scan,2024-12-04T11:00:01,shipment collected,2024-12-04T18:46:35,in transit,2024-12-04T19:30:00,in transit,2024-12-04T21:00:00,in transit,2024-12-04T22:04:08,export scan,2024-12-05T15:35:29,documents or info requested has now been received and submitted to the regulatory agency for clearance,2024-12-05T15:35:34,internal activity scan,2024-12-05T20:40:10,export scan,2024-12-05T22:30:00,in transit,2024-12-05T23:44:00,in transit,2024-12-11T05:00:00,in transit,2024-12-11T07:18:25,additional information required for customs clearance,2024-12-12T12:14:00,held awaiting tax payment by the receiver,2024-12-13T13:00:00,carrier to contact sender or receiver,2024-12-13T13:00:00,additional information required for customs clearance,2024-12-16T13:00:00,held awaiting tax payment by the receiver,2024-12-18T12:00:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb5f0,1Z61A84F6809152870,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-13T11:10:15,shipment manifested,2024-12-16T10:10:06,shipment collected,2024-12-16T16:36:00,in transit,2024-12-16T20:00:00,in transit,2024-12-17T05:33:00,in transit,2024-12-17T05:56:15,export scan,2024-12-17T08:40:00,in transit,2024-12-18T01:02:00,in transit,2024-12-18T16:00:00,in transit,2024-12-24T17:19:14,warehouse scan,2024-12-24T17:19:14,warehouse scan,2024-12-27T18:08:09,warehouse scan,2024-12-27T18:08:09,warehouse scan,2024-12-30T18:41:51,warehouse scan,2024-12-31T16:10:50,warehouse scan,2025-01-02T17:40:30,warehouse scan,2025-01-02T17:40:30,warehouse scan,2025-01-03T11:16:23,package damaged and contents discarded,2025-01-03T11:16:23,additional information required for customs clearance,2025-01-03T11:16:23,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb760,1Z7E524X0491958511,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-04T09:12:19,shipment manifested,2025-01-06T14:20:16,shipment collected,2025-01-06T18:58:57,in transit,2025-01-06T19:30:00,in transit,2025-01-06T21:30:00,in transit,2025-01-06T22:09:39,export scan,2025-01-06T22:43:00,in transit,2025-01-06T23:48:00,in transit,2025-01-07T12:18:00,in transit,2025-01-10T06:22:00,in transit,2025-01-10T10:05:00,in transit,2025-01-10T12:23:00,in transit,2025-01-10T14:07:54,delay due to adverse weather conditions,2025-01-10T17:09:00,in transit,2025-01-10T22:53:42,warehouse scan,2025-01-11T07:45:57,additional information required for customs clearance,2025-01-11T21:19:07,warehouse scan,2025-01-12T10:24:22,additional information required for customs clearance,2025-01-12T22:15:28,warehouse scan,2025-01-13T07:06:38,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb777,1Z7E524X0493221008,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-14T15:09:58,shipment manifested,2024-12-16T18:32:46,in transit,2024-12-16T20:00:00,in transit,2024-12-16T20:50:00,in transit,2024-12-16T21:29:13,export scan,2024-12-16T22:53:00,in transit,2024-12-16T23:57:00,in transit,2024-12-17T21:29:35,in transit,2024-12-31T06:01:53,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-04T08:31:12,package damaged and contents discarded,2025-01-04T08:31:12,additional information required for customs clearance,2025-01-04T08:31:12,package damaged and contents discarded,2025-01-04T08:31:12,additional information required for customs clearance,2025-01-06T08:33:24,warehouse scan,2025-01-06T08:33:24,warehouse scan,2025-01-06T12:22:09,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb779,1Z7E524X0493662461,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-19T10:36:27,shipment manifested,2024-12-20T15:31:03,shipment collected,2024-12-20T17:40:48,in transit,2024-12-20T18:10:00,in transit,2024-12-20T21:09:00,in transit,2024-12-20T21:22:01,export scan,2024-12-21T05:53:00,in transit,2024-12-21T14:18:00,in transit,2024-12-27T06:09:48,in transit,2024-12-27T07:42:45,additional information required for customs clearance,2025-01-02T19:31:45,warehouse scan,2025-01-03T04:20:42,in transit,2025-01-03T07:37:00,in transit,2025-01-03T12:50:49,in transit,2025-01-03T14:00:00,rescheduled delivery due to updated address,2025-01-03T14:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-11T00:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-11T01:05:00,carrier to contact sender or receiver,2025-01-11T01:05:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2025-01-11T01:10:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb86b,1Z7E524X0497927534,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-07T13:25:23,shipment manifested,2024-12-10T16:11:06,shipment collected,2024-12-10T19:38:15,in transit,2024-12-10T19:39:15,in transit,2024-12-11T21:45:00,in transit,2024-12-11T22:09:24,export scan,2024-12-11T22:41:00,in transit,2024-12-11T23:52:00,in transit,2024-12-12T03:50:00,in transit,2024-12-12T11:35:21,handover to broker for clearance,2024-12-12T21:00:00,in transit,2024-12-13T06:47:18,warehouse scan,2024-12-17T08:40:50,warehouse scan,2024-12-18T09:22:56,warehouse scan,2024-12-18T12:23:48,carrier to contact sender or receiver,2024-12-18T12:23:48,delivery refused,2024-12-20T11:04:00,warehouse scan,2024-12-23T09:01:33,warehouse scan,2024-12-24T05:05:00,warehouse scan,2024-12-24T10:46:26,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439eb881,1Z7E524X0498497293,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-12T21:08:11,shipment manifested,2024-12-13T15:35:28,shipment collected,2024-12-13T22:00:51,in transit,2024-12-13T22:01:51,in transit,2024-12-16T20:50:00,in transit,2024-12-16T21:25:49,export scan,2024-12-16T22:53:00,in transit,2024-12-16T23:57:00,in transit,2024-12-17T22:43:54,in transit,2024-12-17T22:44:06,additional information required for customs clearance,2024-12-18T20:28:18,warehouse scan,2024-12-19T18:39:00,warehouse scan,2024-12-20T07:46:34,warehouse scan,2024-12-20T13:47:17,carrier to contact sender or receiver,2024-12-20T13:47:17,additional information required for customs clearance,2024-12-21T17:10:15,warehouse scan,2024-12-22T14:55:53,warehouse scan,2024-12-31T07:32:57,warehouse scan,2025-01-03T09:46:11,warehouse scan,2025-01-03T10:27:44,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ebb3c,1Z7E524X0492964413,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-22T09:30:16,shipment manifested,2024-10-25T11:59:03,shipment collected,2024-10-25T15:54:03,in transit,2024-10-25T17:45:00,in transit,2024-10-25T20:32:00,in transit,2024-10-25T20:58:23,export scan,2024-10-25T21:54:00,in transit,2024-10-25T23:13:00,in transit,2024-10-28T00:40:24,in transit,2024-10-28T02:55:36,additional information required for customs clearance,2024-10-28T09:05:02,warehouse scan,2024-10-29T09:04:06,warehouse scan,2024-10-30T08:57:58,warehouse scan,2024-10-31T04:41:13,additional information required for customs clearance,2024-10-31T04:41:34,carrier to contact sender or receiver,2024-10-31T04:41:34,additional information required for customs clearance,2024-10-31T08:50:41,warehouse scan,2024-11-01T08:46:50,warehouse scan,2024-11-15T08:35:54,warehouse scan,2024-11-16T13:14:31,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec30d,1Z61A84F0407217370,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-16T10:55:51,shipment manifested,2024-10-17T15:57:02,shipment collected,2024-10-17T17:59:18,in transit,2024-10-17T18:01:00,in transit,2024-10-17T19:36:00,in transit,2024-10-17T19:50:38,export scan,2024-10-17T21:38:00,in transit,2024-10-17T23:05:00,in transit,2024-10-18T02:40:00,in transit,2024-10-18T02:58:48,carrier error delayed delivery,2024-10-19T02:25:00,in transit,2024-10-19T21:00:00,in transit,2024-10-19T22:35:15,warehouse scan,2024-10-20T05:15:00,in transit,2024-10-21T09:29:42,in transit,2024-10-21T09:29:43,in transit,2024-10-21T09:36:55,clearance has been delayed by customs or other government agency,2024-10-22T06:30:11,additional information required for customs clearance,2024-10-23T08:07:35,additional information required for customs clearance,2024-11-08T06:11:50,additional information required for customs clearance,2024-11-11T07:04:58,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec31a,1Z61A84F0416771987,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-16T10:55:51,shipment manifested,2024-10-17T15:57:02,shipment collected,2024-10-17T17:59:21,in transit,2024-10-17T18:01:00,in transit,2024-10-17T19:36:00,in transit,2024-10-17T20:16:55,export scan,2024-10-17T21:38:00,in transit,2024-10-17T23:05:00,in transit,2024-10-18T02:40:00,in transit,2024-10-18T02:58:48,carrier error delayed delivery,2024-10-19T02:25:00,in transit,2024-10-19T21:00:00,in transit,2024-10-19T22:34:46,warehouse scan,2024-10-20T05:15:00,in transit,2024-10-21T09:29:47,in transit,2024-10-21T09:29:48,in transit,2024-10-21T09:37:05,clearance has been delayed by customs or other government agency,2024-10-22T06:30:13,additional information required for customs clearance,2024-10-23T08:07:37,additional information required for customs clearance,2024-11-08T06:11:52,additional information required for customs clearance,2024-11-11T07:05:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec3b3,1Z61A84F0407082686,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-30T15:15:03,shipment manifested,2024-10-31T11:29:59,shipment collected,2024-10-31T17:21:43,in transit,2024-10-31T19:10:00,in transit,2024-11-01T00:04:00,in transit,2024-11-01T03:39:26,delivery delayed due to a traffic related issue,2024-11-01T03:40:07,delivery delayed due to a traffic related issue,2024-11-02T03:30:00,in transit,2024-11-03T20:58:00,in transit,2024-11-04T00:05:01,in transit,2024-11-04T00:05:29,additional information required for customs clearance,2024-11-04T18:59:21,warehouse scan,2024-11-05T16:06:43,warehouse scan,2024-11-10T15:22:07,warehouse scan,2024-11-11T06:48:26,carrier to contact sender or receiver,2024-11-11T06:48:26,additional information required for customs clearance,2024-11-11T16:20:33,warehouse scan,2024-11-12T17:30:53,warehouse scan,2024-11-18T18:11:51,warehouse scan,2024-11-19T09:40:36,awaiting release from customs,2024-11-19T09:40:36,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec460,1Z61A84F0407836559,0bb863db-1a5d-4688-8212-a842ab236726,2025-01-03T08:00:36,shipment manifested,2025-01-03T15:51:25,shipment collected,2025-01-03T17:58:37,in transit,2025-01-03T19:00:00,in transit,2025-01-03T20:36:00,in transit,2025-01-03T22:13:17,export scan,2025-01-03T22:30:00,in transit,2025-01-03T23:36:00,in transit,2025-01-07T07:28:00,in transit,2025-01-11T20:45:06,warehouse scan,2025-01-12T10:20:40,additional information required for customs clearance,2025-01-13T07:03:00,package damaged and contents discarded,2025-01-13T22:40:23,warehouse scan,2025-01-14T22:26:48,warehouse scan,2025-01-15T07:53:51,additional information required for customs clearance,2025-01-15T08:29:27,carrier to contact sender or receiver,2025-01-15T08:29:27,additional information required for customs clearance,2025-01-16T06:29:12,additional information required for customs clearance,2025-01-16T14:43:05,warehouse scan,2025-01-17T07:22:04,additional information required for customs clearance,2025-01-17T07:22:25,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec482,1Z61A84F0413012463,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-11T16:21:45,shipment manifested,2024-12-12T10:10:00,shipment dropped off awaiting carrier collection,2024-12-12T10:10:50,shipment dropped off awaiting carrier collection,2024-12-12T10:56:56,shipment collected,2024-12-12T17:18:43,in transit,2024-12-12T19:15:00,in transit,2024-12-12T21:35:00,in transit,2024-12-12T23:07:45,export scan,2024-12-14T05:32:00,in transit,2024-12-14T08:00:00,in transit,2024-12-16T01:01:00,in transit,2024-12-20T06:52:46,warehouse scan,2024-12-21T07:05:37,warehouse scan,2025-01-02T07:35:24,warehouse scan,2025-01-03T08:07:14,warehouse scan,2025-01-04T07:21:31,warehouse scan,2025-01-06T07:41:49,warehouse scan,2025-01-06T07:41:49,warehouse scan,2025-01-06T07:47:10,package damaged and contents discarded,2025-01-06T07:47:10,additional information required for customs clearance,2025-01-06T07:47:10,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec56f,1Z61A84F0421405247,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-17T10:42:31,shipment manifested,2024-10-18T11:37:57,shipment collected,2024-10-18T16:50:31,in transit,2024-10-18T17:49:00,in transit,2024-10-18T19:08:00,in transit,2024-10-18T19:23:23,export scan,2024-10-18T21:47:00,in transit,2024-10-18T22:55:00,in transit,2024-10-19T05:16:00,in transit,2024-10-19T12:15:46,handover to broker for clearance,2024-10-19T16:41:00,in transit,2024-10-19T21:49:03,in transit,2024-10-19T21:52:51,warehouse scan,2024-10-21T18:06:18,warehouse scan,2024-10-23T17:58:47,warehouse scan,2024-10-24T10:19:32,carrier to contact sender or receiver,2024-10-24T10:19:32,handover to broker for clearance,2024-10-24T18:03:29,warehouse scan,2024-10-25T18:00:41,warehouse scan,2024-11-06T17:40:55,warehouse scan,2024-11-07T05:20:16,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ec5a4,1Z61A84F6832181376,0bb863db-1a5d-4688-8212-a842ab236726,2024-11-26T21:00:00,carrier error delayed delivery,2024-11-27T14:58:28,in transit,2024-11-27T14:58:28,in transit,2024-11-27T23:19:00,in transit,2024-11-27T23:19:00,in transit,2024-11-28T02:00:00,in transit,2024-11-28T03:45:00,in transit,2024-11-28T03:45:00,in transit,2024-11-28T09:22:32,out for delivery,2024-11-28T09:22:32,out for delivery,2024-11-28T14:51:15,delivery refused,2024-11-28T14:51:15,delivery refused,2024-11-28T17:40:57,carrier to contact sender or receiver,2024-11-28T17:40:57,delivery refused,2024-11-28T17:40:57,carrier to contact sender or receiver,2024-11-28T17:40:57,delivery refused,2024-12-30T12:27:12,investigation opened for lost package,2024-12-30T12:27:12,investigation opened for lost package,2025-01-07T14:57:33,package damaged and contents discarded,2025-01-07T14:57:33,final delivery attempt. shipment to be returned.,2025-01-07T14:57:33,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ecc2c,1Z61A84F0418438398,0bb863db-1a5d-4688-8212-a842ab236726,2024-11-01T21:38:00,in transit,2024-11-01T23:02:00,in transit,2024-11-02T21:30:00,in transit,2024-11-02T23:33:43,warehouse scan,2024-11-03T04:46:00,in transit,2024-11-04T12:28:15,in transit,2024-11-04T12:28:16,in transit,2024-11-04T12:30:36,clearance has been delayed by customs or other government agency,2024-11-05T07:19:02,additional information required for customs clearance,2024-11-06T06:45:02,additional information required for customs clearance,2024-11-12T05:34:27,additional information required for customs clearance,2024-11-13T07:07:21,additional information required for customs clearance,2024-11-14T05:46:35,additional information required for customs clearance,2024-11-15T05:48:24,additional information required for customs clearance,2024-11-18T05:42:12,additional information required for customs clearance,2024-11-19T07:04:41,additional information required for customs clearance,2024-11-20T05:47:23,additional information required for customs clearance,2024-11-21T06:53:28,additional information required for customs clearance,2024-11-21T06:53:28,additional information required for customs clearance,2024-11-22T05:49:37,package damaged and contents discarded,2024-11-22T05:49:37,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ece1e,1Z251V570490470150,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-04T22:52:00,in transit,2024-12-05T00:06:00,in transit,2024-12-06T09:52:00,in transit,2024-12-06T13:25:16,awaiting release from customs,2024-12-06T18:33:00,in transit,2024-12-06T21:57:00,in transit,2024-12-07T06:26:00,in transit,2024-12-08T21:26:06,additional information required for customs clearance,2024-12-09T06:58:29,carrier to contact sender or receiver,2024-12-09T06:58:29,additional information required for customs clearance,2024-12-09T06:58:49,carrier to contact sender or receiver,2024-12-09T06:58:49,additional information required for customs clearance,2024-12-09T09:08:57,in transit,2024-12-10T04:02:53,warehouse scan,2024-12-11T04:27:59,warehouse scan,2024-12-20T04:37:09,warehouse scan,2024-12-23T00:30:07,package damaged and contents discarded,2024-12-23T00:30:07,additional information required for customs clearance,2024-12-23T00:30:07,package damaged and contents discarded,2024-12-23T00:30:07,package damaged and contents discarded,2024-12-23T00:30:07,additional information required for customs clearance,2024-12-23T00:30:08,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed1c8,1Z61A84F0413254729,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-17T13:59:06,shipment manifested,2024-10-18T12:34:28,shipment collected,2024-10-18T16:46:07,in transit,2024-10-18T18:15:00,in transit,2024-10-18T20:44:00,in transit,2024-10-18T22:09:08,missing or incomplete export documentation,2024-10-21T09:11:02,released by customs. clearance complete.,2024-10-21T15:13:22,internal activity scan,2024-10-21T20:16:12,export scan,2024-10-21T21:30:00,in transit,2024-10-21T23:06:00,in transit,2024-10-23T04:20:00,in transit,2024-10-25T08:02:23,awaiting release from customs,2024-10-25T08:02:23,additional information required for customs clearance,2024-10-31T10:02:19,investigation opened for lost package,2024-10-31T14:08:58,awaiting release from customs,2024-10-31T14:08:58,additional information required for customs clearance,2024-11-01T14:56:49,carrier to contact sender or receiver,2024-11-01T14:56:49,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-01T14:57:56,warehouse scan,2024-11-21T15:36:08,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-21T15:38:24,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed232,1Z61A84F0406304330,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-17T13:59:06,shipment manifested,2024-10-18T12:34:28,shipment collected,2024-10-18T16:45:46,in transit,2024-10-18T18:15:00,in transit,2024-10-18T20:44:00,in transit,2024-10-18T22:09:08,missing or incomplete export documentation,2024-10-21T09:11:02,released by customs. clearance complete.,2024-10-21T15:13:22,internal activity scan,2024-10-21T20:15:40,export scan,2024-10-21T21:30:00,in transit,2024-10-21T23:06:00,in transit,2024-10-23T04:20:00,in transit,2024-10-25T08:02:23,awaiting release from customs,2024-10-25T08:02:23,additional information required for customs clearance,2024-10-31T10:02:19,investigation opened for lost package,2024-10-31T14:08:58,awaiting release from customs,2024-10-31T14:08:58,additional information required for customs clearance,2024-11-01T14:56:49,carrier to contact sender or receiver,2024-11-01T14:56:49,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-01T14:57:44,warehouse scan,2024-11-21T15:36:08,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-21T15:38:24,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed2f2,1Z7E524X0491338226,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-23T06:02:21,shipment manifested,2024-12-23T12:46:57,additional information required for customs clearance,2024-12-23T23:36:03,requested instructions received,2024-12-23T23:36:03,additional information required for customs clearance,2024-12-27T17:26:58,in transit,2024-12-27T18:09:00,in transit,2024-12-27T21:16:00,in transit,2024-12-27T21:38:14,export scan,2024-12-27T22:24:00,in transit,2024-12-27T23:30:00,in transit,2024-12-30T16:00:00,in transit,2024-12-30T16:13:46,clearance has been delayed by customs or other government agency,2024-12-30T16:48:44,warehouse scan,2024-12-31T14:11:24,warehouse scan,2025-01-03T13:29:21,warehouse scan,2025-01-10T11:53:00,held awaiting tax payment by the receiver,2025-01-10T11:53:00,held awaiting tax payment by the receiver,2025-01-13T10:33:00,held awaiting tax payment by the receiver,2025-01-13T10:33:00,held awaiting tax payment by the receiver,2025-01-14T13:30:00,held awaiting tax payment by the receiver,2025-01-14T13:30:00,held awaiting tax payment by the receiver,2025-01-15T13:30:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed308,1Z7E524X0493221008,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-14T15:09:58,shipment manifested,2024-12-16T18:32:46,in transit,2024-12-16T20:00:00,in transit,2024-12-16T20:50:00,in transit,2024-12-16T21:29:13,export scan,2024-12-16T22:53:00,in transit,2024-12-16T23:57:00,in transit,2024-12-17T21:29:35,in transit,2024-12-31T06:01:53,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-02T05:36:52,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-03T06:03:34,warehouse scan,2025-01-04T08:31:12,package damaged and contents discarded,2025-01-04T08:31:12,additional information required for customs clearance,2025-01-04T08:31:12,package damaged and contents discarded,2025-01-04T08:31:12,additional information required for customs clearance,2025-01-06T08:33:24,warehouse scan,2025-01-06T08:33:24,warehouse scan,2025-01-06T12:22:09,package damaged and contents discarded,2025-01-06T12:22:09,additional information required for customs clearance,2025-01-06T12:22:09,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed3b5,1Z7E524X0497927534,0bb863db-1a5d-4688-8212-a842ab236726,2024-12-07T13:25:23,shipment manifested,2024-12-10T16:11:06,shipment collected,2024-12-10T19:38:15,in transit,2024-12-10T19:39:15,in transit,2024-12-11T21:45:00,in transit,2024-12-11T22:09:24,export scan,2024-12-11T22:41:00,in transit,2024-12-11T23:52:00,in transit,2024-12-12T03:50:00,in transit,2024-12-12T11:35:21,handover to broker for clearance,2024-12-12T21:00:00,in transit,2024-12-13T06:47:18,warehouse scan,2024-12-17T08:40:50,warehouse scan,2024-12-18T09:22:56,warehouse scan,2024-12-18T12:23:48,carrier to contact sender or receiver,2024-12-18T12:23:48,delivery refused,2024-12-20T11:04:00,warehouse scan,2024-12-23T09:01:33,warehouse scan,2024-12-24T05:05:00,warehouse scan,2024-12-24T10:46:26,package damaged and contents discarded,2024-12-26T06:34:44,warehouse scan,2024-12-27T11:38:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10b380fe7c6439ed706,1Z7E524X0497788999,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-21T09:54:28,shipment manifested,2024-10-21T12:54:00,shipment dropped off awaiting carrier collection,2024-10-21T12:54:59,shipment dropped off awaiting carrier collection,2024-10-22T11:15:38,shipment collected,2024-10-22T16:30:00,in transit,2024-10-23T19:48:00,in transit,2024-10-24T20:27:00,in transit,2024-10-31T13:22:31,warehouse scan,2024-11-01T13:51:10,warehouse scan,2024-11-07T14:08:26,warehouse scan,2024-11-07T14:08:26,warehouse scan,2024-11-07T18:19:00,package damaged and contents discarded,2024-11-07T18:19:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-07T18:19:00,package damaged and contents discarded,2024-11-07T18:19:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-08T13:25:39,warehouse scan,2024-11-08T13:25:39,warehouse scan,2024-11-11T13:41:59,warehouse scan,2024-11-11T13:41:59,warehouse scan,2024-11-12T01:00:00,package damaged and contents discarded,2024-11-12T01:00:00,incomplete or incorrect delivery address. additional information or directions needed for delivery.,2024-11-12T01:00:00,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67d7c10c380fe7c6439edbab,1Z7E524X0493202323,0bb863db-1a5d-4688-8212-a842ab236726,2024-10-31T14:37:57,shipment manifested,2024-10-31T15:46:00,shipment dropped off awaiting carrier collection,2024-10-31T15:46:05,shipment dropped off awaiting carrier collection,2024-10-31T17:48:13,shipment collected,2024-10-31T19:51:35,in transit,2024-10-31T20:15:00,in transit,2024-11-04T12:27:23,in transit,2024-11-04T12:28:13,additional information required for customs clearance,2024-11-04T19:46:59,warehouse scan,2024-11-05T16:58:09,warehouse scan,2024-11-06T13:59:38,carrier to contact sender or receiver,2024-11-06T13:59:38,additional information required for customs clearance,2024-11-06T16:49:30,warehouse scan,2024-11-07T17:21:22,warehouse scan,2024-11-14T18:25:24,warehouse scan,2024-11-15T08:50:15,carrier to contact sender or receiver,2024-11-15T08:50:15,additional information required for customs clearance,2024-11-15T16:22:00,warehouse scan,2024-11-16T18:10:39,warehouse scan,2024-11-17T14:55:13,warehouse scan,2024-11-18T13:21:22,additional information required for customs clearance,2024-11-18T13:21:22,awaiting release from customs,2024-11-18T13:21:22,package damaged and contents discarded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
