scanGroupId,scan_group,description,smart scan - match ,tags
fa5b04f8-5672-4749-aa6d-f4192a90267c,Delivery attempted. Unable to access the premises for delivery.,Delivery attempted. Unable to access the premises for delivery.,,"delivery,delivery_attempted,unable_to_gain_access,access"
d2246030-fa22-4d5b-bf35-a8558e01c424,Delivery to be re-attempted,Delivery to be re-attempted,,"delivery,new_instructions,reattempt_original_address"
e9e60f23-c0a4-4837-86f9-b45bd35c97db,Delivered to greenhouse,PVR1007,,"delivery,delivered,delivered_to_greenhouse"
4e0a874c-b41d-44e1-9125-0829b8d8a192,Shipment delayed due to a customs gateway hold,,,"customs,clearance,gateway_hold"
6c949f1a-d06e-4d27-9795-feeaa8ccad30,Sender tendered the shipment to Carrier after the latest pick-up time for the requested service. A one day delay is likely,,,"collection,pudo,dropped_off_pudo,received_after_cut_off"
e9f14f3d-ad2a-4b5a-b833-517d52dc2547,"Manifested, not received",,,"manifested,not_collected,collection"
3b062e72-8d71-4498-99ed-d9aa45306016,Shipment located and en route to destination,Shipment located and en route to destination,,"lost,now_found"
a80c5c73-993a-4579-b0ba-cf9b3fd37287,Shipment collected from pick-up location,,,"delivery,pudo,recipient_collection,delivered"
729f8768-d03c-4710-ab3f-5153b4d1759d,Delivery failed due to circumstances outside the carrier's control - Delivery will be rescheduled,Anything other than traffic -- e.g. weather,,"delivery,delivery_failed,being_rescheduled"
763e76ba-eb15-4e9f-bb15-66120f35da47,Package damaged and contents discarded,Package damaged and contents discarded,,"damage,merchandise_missing_or_discarded"
0c462958-ce7f-4593-a2ee-3b16ebbab29f,Inspection of damaged contents scheduled,Inspection of damaged contents scheduled,,"claims,damage,claim_investigation,inspection_scheduled"
d04e327b-3f3c-4cb3-9981-facc08f9d067,Shipment partially received,Shipment partially received,,"transit_delay,split_shipment"
c349e8fc-62d0-4c1c-8e93-b00f9c3f70da,Package damaged - Refused by receiver,PVR1012,,"damage,delivery_refused"
7891d2ea-6ba2-4ff1-bc18-c7573715fb6c,Package too large for delivery,Package too large for delivery,,"service_issue,oversize_or_overweight,specialised_courier"
e38b945a-6691-4e56-8f2e-2e01bca4f636,Awaiting further instructions from sender,PVR1429,,"contact,awaiting_instructions_or_info,sender"
f77abb6a-14d1-485f-91b6-71ed3e096044,Rescheduled delivery due to updated address,Rescheduled delivery due to updated address,,"delivery,address_issue,address_corrected"
5bb9438e-ce1e-4f7f-a6db-789fe42ce7dc,New tracking number assigned to the package,New tracking number assigned to the package,,"label,new_tracking_number_assigned"
7796aad9-589d-42bd-81ce-d9245f592433,Package sent to lost and found,Package sent to lost and found,,"lost,lost_and_found_department"
1555d69f-6100-404f-a807-fa3702bf776b,Shipment contains hazardous material,Shipment contains hazardous material,,dg
ef214afd-cf13-4824-b611-2b01018148a0,Requested instructions received,Requested instructions received,,"contact,instructions_or_info_received"
de36457c-ab83-46eb-8d1b-d3b0dca56e76,Package abandoned by sender,Package abandoned by sender,,"delivery,abandoned"
d9f9ff94-b3ce-4e7a-8733-c728fe756d52,Customs clearance error,,,"customs,customs_clearance_error"
41b99635-882b-4d08-ae21-92b93ae1faf1,Customs clearance cancelled,,,"customs,customs_clearance_cancelled"
c5112a6b-1b24-44e2-a931-2e91c0650601,Awaiting further instructions,,,"contact,awaiting_instructions_or_info"
6065251b-5e28-4ebf-8c33-a65ac16e5dd8,Refusal to pay tax,Refusal to pay tax,,"delivery,unable_to_collect_duty_charges,delivery_refused"
f7ef227a-2c2b-4fb2-a2df-7744e835fe36,Some merchandise missing or discarded as damaged,PVR1026,,"damage,some_merchandise_missing"
02ab7ae4-cd67-4792-bdc2-379c0123fe70,Package returned to sender due to incomplete address,Package returned to sender due to incomplete address,,"unable_to_deliver,being_returned"
ae59ed93-f90d-4463-9bdb-44a169477b58,Investigation closed,Investigation closed,,"claims,investigation_closed,delivered"
c353684f-6816-41fc-bcbd-28d129ab40d0,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,,"delivery,pudo,pudo_unavailable,contact_carrier"
b9c04e40-5251-47e9-8a3a-baeb9c05d5b8,Delivery attempted,,,delivery_attempted
66c6ca0c-ee9b-4cd7-b439-5752dd05ebb1,Delivered damaged,,,"delivered,damaged"
311adf68-0ef1-4454-bc65-370085350fab,"Misdelivered, parcel retrieved",,,"misdelivered,retrieved"
67224b76-1437-4890-877c-d375005362a8,Unable to deliver,Unable to deliver,,unable_to_deliver
2dbff64d-5858-44f2-98ed-b6548737566d,The cash on delivery amount is missing from the label,,,cod_amount_missing
95f4723f-7c0c-44c1-a6f0-693cf7ed2926,The investigation has been closed as the receiver was unavailable,,,"investigation_closed,receiver_unavailable"
c793eb64-2f51-4fe5-b405-9fe5a9767fab,Held in customs after being refused,the parcel is currently held in customs after being refused,,"customs_clearance_in_progress,delivery_refused"
863b1cda-304d-4000-af98-5ecb2957adcc,Payment received during delivery,Payment received during delivery,,"payment_received,delivery"
c5c21a17-0769-4694-9417-2a6e1bd0d7ce,Shipment cancelled,,,new_scan_group
8dcc418e-4470-47b2-a439-6e2c517a7546,Arrival scan,,,new_scan_group
1a43aeea-2cae-4521-a88d-36cbf583d163,Parcel disposed of,,,new_scan_group
6b480b62-61fd-4146-8e0e-8fd0a4e4e2d2,Shipment on hold - awaiting rest of shipment,,,new_scan_group
00d98d85-8861-41ae-8ddb-c497137f3610,Delay due to local restrictions,,,new_scan_group
a1cdd0fd-3bb6-4fa7-abdd-512a43c85d08,"Delivered to receiver, return no longer possible",,,new_scan_group
8f4fa7b8-01bb-458a-9e48-1fa81e116b52,Labelling error by sender,,,new_scan_group
b84a037a-53a0-40f0-865f-8b555affc746,Security Inspection completed,,,new_scan_group
765b80e3-79e9-4afa-965f-2b630f51ce36,MSDS required,,,new_scan_group
dd8de472-5173-423d-a1f3-b2227c97b522,Handed to partner carrier,,,new_scan_group
62624d9e-dca7-4cb3-9dec-073ed7be634b,Label damage or detached. Corrective actions underway,,,new_scan_group
433db431-b626-49cf-b479-b47f60c5085d,Shipment requires manual handling,,,new_scan_group
ab308615-82b8-4a6d-8793-44d0ae35c1f3,Hs code required,,,new_scan_group
60520f50-14d1-4f2e-bee1-ada8d4fa525a,Awaiting further instructions from receiver,,,new_scan_group
2a730911-559d-4bd9-852f-2b2dcb981def,Special handling required requested,,,new_scan_group
b2e1f7cd-5198-4c1c-9a30-127ef7f30974,Return partially received,,,new_scan_group
d1c12d04-30eb-49a5-9480-01f648ddd201,Insufficient packaging. Corrective actions underway,,,new_scan_group
5d12581c-3fde-47c3-89d3-32cf009b0fe4,Return shipment. Sender collection required,,,new_scan_group
a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d,Delay due to industrial action,,,new_scan_group
9ecf6495-970b-4135-8266-cf882fc6a88a,Package disposed due to exceeding maximum shelf-life,,,new_scan_group
171a3cc6-9bb5-4348-943c-0ee29ce9a2a6,Shipment refused due to hazardous goods,,,new_scan_group
b39c5dc6-4c68-4c6a-9606-c02b7b7b4059,Alternative vehicle scheduled for this delivery due to size,,,new_scan_group
9ded9aee-9a37-473a-b747-2fa5cbfc28e0,Parcel cannot be located,,,new_scan_group
d86a37bc-9600-4e7b-8b72-99009f73ee1b,Unable to deliver to PO box,,,new_scan_group
e672ed4a-8ffd-4538-bf6d-442c48130d28,Delay due to operational reasons,,,new_scan_group
ddb74326-d54d-4dfe-9624-abdb3d6cc0c5,Departure Scan,,,new_scan_group
d7d54496-c327-422d-b08c-a25945a7b4ae,Destination scan,,,new_scan_group
014385bb-d863-489b-8f36-f266909a3b98,Hub scan,,,new_scan_group
44c482df-3cda-4374-a758-820981e78be9,Location scan,,,new_scan_group
666cc82a-e3b3-4a68-95e0-541604e1c46c,Origin scan,,,new_scan_group
32f91a67-c1d2-416b-a766-301ad5740f4a,Unload scan,,,new_scan_group
f17b19db-88e2-4686-a4fa-db70c4b68c7f,Shipment loaded on vehicle,,,new_scan_group
13851f9c-c7cf-4ef7-9281-98c5068ff0ad,We're working to deliver the package as soon as possible,,,new_scan_group
ade1c646-78df-4bff-91f2-f227aa5036ea,Delivered to postbox,,,new_scan_group
cba98df5-340e-469c-bfe1-2a6cc80a78b5,Import charges are due,Import charges are due,,new_scan_group
