scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
picked up by consumer by duco-DPD UK-Shipment collected,picked up by consumer by duco,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by frank k-DPD UK-Shipment collected,picked up by consumer by frank k,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by frans van heel-DPD UK-Shipment collected,picked up by consumer by frans van heel,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by ivan varela domarco-DPD UK-Shipment collected,picked up by consumer by ivan varela domarco,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by mathew cooper-DPD UK-Shipment collected,picked up by consumer by mathew cooper,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by pip menzel-DPD UK-Shipment collected,picked up by consumer by pip menzel,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by pricilja veenkamp-DPD UK-Shipment collected,picked up by consumer by pricilja veenkamp,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
received at pickup by andrew goudie-DPD UK-Shipment collected,received at pickup by andrew goudie,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
unable to deliver reason unknown by alide he-DPD UK-Delivery failed,unable to deliver reason unknown by alide he,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery failed,Unable to deliver,67224b76-1437-4890-877c-d375005362a8
parcel retrieved from dpd pickup locker-DPD UK-Shipment collected,parcel retrieved from dpd pickup locker,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by van vegchel-DPD UK-Shipment collected,picked up by consumer by van vegchel,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by drewes tebbes-DPD UK-Shipment collected,picked up by consumer by drewes tebbes,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by kerli puvi-DPD UK-Shipment collected,picked up by consumer by kerli puvi,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by trix schmal-DPD UK-Shipment collected,picked up by consumer by trix schmal,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
delivery to dpd pickup shop premier west road convenience store requested collect from pickup acknowledgement e mail notification sent-DPD UK-Delivery to pick-up point pending,delivery to dpd pickup shop premier west road convenience store requested collect from pickup acknowledgement e mail notification sent,RegEx,836f52ff-3538-4879-9a97-d681154a864f,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery to pick-up point pending,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
export paperwork/invoices missing-DPD UK-Missing export license required for clearance,export paperwork/invoices missing,RegEx,0472d1dd-17cf-45a4-86f8-39c52fa8d124,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Missing export license required for clearance,Missing or incomplete export documentation,670d81f1-0218-4fb2-848d-6a3bd0098713
picked up by consumer by egorov arseny romanovich-DPD UK-Shipment collected,picked up by consumer by egorov arseny romanovich,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
picked up by consumer by marcel antheunisse-DPD UK-Shipment collected,picked up by consumer by marcel antheunisse,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
redelivery request service upgrade made for tue 17 october 2023 between 08 00 and 12 00 upgrade acknowledgement e mail notification sent-DPD UK-Delivery rescheduled,redelivery request service upgrade made for tue 17 october 2023 between 08 00 and 12 00 upgrade acknowledgement e mail notification sent,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery rescheduled,Request to reschedule delivery,399c081b-ae68-4372-9034-172fcc2619f3
return to consignor requested-DPD UK-Shipment to be returned,return to consignor requested,RegEx,5ea46330-cc6d-4f62-b891-7e347342f3dd,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment to be returned,Return of the package requested,e2dfa742-6a87-4e30-97a6-eafec17c2edf
the parcel has been collected by loura-DPD UK-Shipment collected,the parcel has been collected by loura,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment collected,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
the receiver has been advised of when their delivery will take place between 13 01 14 01-DPD UK-Delivery scheduled for next business day,the receiver has been advised of when their delivery will take place between 13 01 14 01,RegEx,ee46b1a3-4ee8-4a98-8c25-ab08efbfe00a,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivery scheduled for next business day,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
offshore downgrade due to operational reasons consignment is now on a 2 day service-DPD UK-Service not available for this location and will be changed,offshore downgrade due to operational reasons consignment is now on a 2 day service,RegEx,498073f9-9119-4e73-a93d-99a3586ea132,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Service not available for this location and will be changed,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
delivery to dpd pickup locker homebase requested collect from pickup acknowledgement sms collect from pickup acknowledgement e mail notification sent-DPD UK-Shipment ready for collection from pick-up point,delivery to dpd pickup locker homebase requested collect from pickup acknowledgement sms collect from pickup acknowledgement e mail notification sent,RegEx,4f4bd244-5ace-4477-9179-34fd9e5b9023,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Shipment ready for collection from pick-up point,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
redelivery request service upgrade made for sat 31 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent-DPD UK-Request to reschedule delivery,redelivery request service upgrade made for sat 31 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Request to reschedule delivery,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
1 parcels delivered on collection-DPD UK-Delivered,1 parcels delivered on collection,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Shipment Collected,7e750f7e-2154-4c2f-836e-007e7786480c
delivery to dpd pickup shop viatim nederland b v hoofdaccoun requested-DPD UK-Out for delivery,delivery to dpd pickup shop viatim nederland b v hoofdaccoun requested,RegEx,475f6865-4882-4523-8795-9a0d4f8e1d6e,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Out for delivery,Delivery to pick-up point requested,e91cdab5-9f28-4c32-ac82-5b052f3c3978
reminder sms confirmed as received-DPD UK-Delivered,reminder sms confirmed as received,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delivered,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
held in trailer from hub trailer 2960-DPD UK-In Transit,held in trailer from hub trailer 2960,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,In Transit,Shipment on hold,1bd2ae08-39db-4489-a573-5ba5281922a6
held in customs vat/id required-DPD UK-Additional information or paperwork required for customs clearance,held in customs vat/id required,RegEx,41d9399a-3514-420d-a36b-53c539b89423,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Additional information or paperwork required for customs clearance,Valid receiver's tax ID required for customs clearance,18ce5e3f-a98f-46b5-bc06-e7f4e1299dcc
redirected to southall depot shipment delayed sms shipment delayed e mail notification sent-DPD UK-Transit delay,redirected to southall depot shipment delayed sms shipment delayed e mail notification sent,RegEx,a3f98c55-2fca-4189-a026-517ab25ca1f3,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Transit delay,Carrier misrouted the shipment - Corrective action underway,063db3fe-b8dc-4500-a63e-96a2441b08f3
unable to deliver insufficient time available delayed sms delayed e mail notification sent-DPD UK-Delay due to industrial action,unable to deliver insufficient time available delayed sms delayed e mail notification sent,RegEx,a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Delay due to industrial action,Delivery failed due to circumstances outside the carrier's control - Delivery will be rescheduled,729f8768-d03c-4710-ab3f-5153b4d1759d
the receiver has been advised of when their delivery will take place between 11 23 12 23-DPD UK-Scheduled for delivery,the receiver has been advised of when their delivery will take place between 11 23 12 23,RegEx,df0f8dc8-63fb-4893-90d6-a1ad1daa7ac5,DPD UK,5d0e294f-b483-4ba8-bd53-7f058427f35a,Scheduled for delivery,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
departed fedex hub-FEDEX UK-In Transit,departed fedex hub,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
left fedex origin facility-FEDEX UK-In Transit,left fedex origin facility,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
at local fedex facility-FEDEX UK-Warehouse Scan,at local fedex facility,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
arrived at fedex hub-FEDEX UK-Warehouse Scan,arrived at fedex hub,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Warehouse Scan,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
operational delay-FEDEX UK-Carrier error delayed delivery,operational delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Carrier error delayed delivery,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
at destination sort facility-FEDEX UK-Warehouse Scan,at destination sort facility,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
at fedex origin facility-FEDEX UK-Warehouse Scan,at fedex origin facility,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Warehouse Scan,Origin scan,666cc82a-e3b3-4a68-95e0-541604e1c46c
^local delay$-FEDEX UK-Transit delay,^local delay$,RegEx,a3f98c55-2fca-4189-a026-517ab25ca1f3,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Transit delay,Delay due to local restrictions,00d98d85-8861-41ae-8ddb-c497137f3610
shipment cancelled by sender-FEDEX UK-Collection failed or cancelled. Rebooking required,shipment cancelled by sender,RegEx,4907c213-ab51-4fdb-877d-9f4cd6c1f240,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Collection failed or cancelled. Rebooking required,Shipment cancelled,c5c21a17-0769-4694-9417-2a6e1bd0d7ce
delivery exception-FEDEX UK-Delivery failed,delivery exception,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Delivery failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
delay package at station arrived after courier dispatch-FEDEX UK-Arrived late at destination - Expect 1 business day delivery delay,delay package at station arrived after courier dispatch,RegEx,b7349cb4-896b-4a03-a984-8b556118a1b7,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Arrived late at destination - Expect 1 business day delivery delay,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
delivered package delivered to recipient address release authorized-FEDEX UK-Delivered,delivered package delivered to recipient address release authorized,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Delivered,Driver release - Delivered to a safe place,f8b45100-754b-49dc-ac78-e9598811583e
delivered delivered to recipient at fedex facility-FEDEX UK-Shipment ready for collection from pick-up point,delivered delivered to recipient at fedex facility,RegEx,4f4bd244-5ace-4477-9179-34fd9e5b9023,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Shipment ready for collection from pick-up point,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
local delay delay beyond our control-FEDEX UK-Transit delay,local delay delay beyond our control,RegEx,a3f98c55-2fca-4189-a026-517ab25ca1f3,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Transit delay,Delayed due to circumstances beyond our control - Corrective action underway,da51b056-3d09-4978-ab8e-695c2852f981
local delay local delivery restriction delivery not attempted-FEDEX UK-Delayed due to circumstances beyond our control - Corrective action underway,local delay local delivery restriction delivery not attempted,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to local restrictions,00d98d85-8861-41ae-8ddb-c497137f3610
on the way package available for clearance-FEDEX UK-In Transit,on the way package available for clearance,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,In Transit,Customs clearance in progress,4796f4a2-c081-41d0-82fe-d8a982078677
exceeds service limits oversized-FEDEX UK-Package exceeds maximum weight,exceeds service limits oversized,RegEx,620b8c95-f501-4344-a88e-80f651a0a6d0,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Package exceeds maximum weight,Package too large for delivery,7891d2ea-6ba2-4ff1-bc18-c7573715fb6c
delivery updated package at station arrived after courier dispatch-FEDEX UK-Carrier error delayed delivery,delivery updated package at station arrived after courier dispatch,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
on the way your package may be late local delivery restrictions-FEDEX UK-Carrier error delayed delivery,on the way your package may be late local delivery restrictions,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Carrier error delayed delivery,Delay due to local restrictions,00d98d85-8861-41ae-8ddb-c497137f3610
arrived at fedex location-FEDEX UK-Arrival at delivery depot,arrived at fedex location,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Arrival at delivery depot,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
delay package delayed-FEDEX UK-Carrier error delayed delivery,delay package delayed,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
delivery updated your package may be late local delivery restrictions-FEDEX UK-Delayed due to circumstances beyond our control - Corrective action underway,delivery updated your package may be late local delivery restrictions,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to local restrictions,00d98d85-8861-41ae-8ddb-c497137f3610
delay we have your package-FEDEX UK-Transit delay,delay we have your package,RegEx,a3f98c55-2fca-4189-a026-517ab25ca1f3,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Transit delay,Shipment on hold,1bd2ae08-39db-4489-a573-5ba5281922a6
delivered left at front desk-FEDEX UK-Driver release - Delivered to a safe place,delivered left at front desk,RegEx,f8b45100-754b-49dc-ac78-e9598811583e,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Driver release - Delivered to a safe place,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
dropped off at fedex onsite dollar general-FEDEX UK-Valid receiver's contact information required,dropped off at fedex onsite dollar general,RegEx,ac2ea6ba-0e4d-4a6d-9710-b986c170f65e,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Valid receiver's contact information required,Shipment dropped off awaiting carrier collection,bfea056c-8daf-4846-894b-f0e79240cf9e
delivered left in mail room package delivered to recipient address release authorized-FEDEX UK-Driver release - Delivered to a safe place,delivered left in mail room package delivered to recipient address release authorized,RegEx,f8b45100-754b-49dc-ac78-e9598811583e,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Driver release - Delivered to a safe place,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
departed fedex location-FEDEX UK-In Transit,departed fedex location,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
delivered left in mail room-FEDEX UK-Driver release - Delivered to a safe place,delivered left in mail room,RegEx,f8b45100-754b-49dc-ac78-e9598811583e,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Driver release - Delivered to a safe place,Delivered,d583ab1d-2667-419c-b84e-4320192e1825
saliÃƒÂ³ del centro de distribuciÃƒÂ³n de fedex-FEDEX UK-In Transit,saliÃƒÂ³ del centro de distribuciÃƒÂ³n de fedex,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
dejÃƒÂ³ la oficina fedex de origen-FEDEX UK-In Transit,dejÃƒÂ³ la oficina fedex de origen,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
llegÃƒÂ³ al centro de distribuciÃƒÂ³n de fedex-FEDEX UK-Arrival at delivery depot,llegÃƒÂ³ al centro de distribuciÃƒÂ³n de fedex,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Arrival at delivery depot,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
delay unable to contact recipient for broker info-FEDEX UK-Valid receiver's contact information required,delay unable to contact recipient for broker info,RegEx,ac2ea6ba-0e4d-4a6d-9710-b986c170f65e,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Valid receiver's contact information required,Unable to contact receiver,305edab0-4c35-4bd1-85c6-1f991389ccbb
dropped off at fedex authorized shipcenter rawleigh food mart-FEDEX UK-Shipment ready for collection from pick-up point,dropped off at fedex authorized shipcenter rawleigh food mart,RegEx,4f4bd244-5ace-4477-9179-34fd9e5b9023,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Shipment ready for collection from pick-up point,Shipment dropped off awaiting carrier collection,bfea056c-8daf-4846-894b-f0e79240cf9e
en oficina local de fedex-FEDEX UK-Shipment ready for collection from pick-up point,en oficina local de fedex,RegEx,4f4bd244-5ace-4477-9179-34fd9e5b9023,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Shipment ready for collection from pick-up point,Arrival at delivery depot,778872ee-9dcf-4522-9998-26e6e06d38ff
shipment exception barcode label unreadable and replaced-FEDEX UK-Shipment exception - Corrective action underway,shipment exception barcode label unreadable and replaced,RegEx,503ccd73-5556-48d9-a8fa-1c7dce74b2d6,FEDEX UK,fede808b-fbf4-449c-8816-41aae5aa62ec,Shipment exception - Corrective action underway,Label damage or detached. Corrective actions underway,62624d9e-dca7-4cb3-9dec-073ed7be634b
^125$-Landmark UK-Warehouse Scan,^125$,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Landmark UK,b1224877-ddcd-4bc9-a670-16b856255a36,Warehouse Scan,Released by customs. Clearance complete,
^900$-Landmark UK-Delivery failed,^900$,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,Landmark UK,b1224877-ddcd-4bc9-a670-16b856255a36,Delivery failed,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
^400$-Landmark UK-Delivery failed,^400$,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,Landmark UK,b1224877-ddcd-4bc9-a670-16b856255a36,Delivery failed,Delivery attempted,b9c04e40-5251-47e9-8a3a-baeb9c05d5b8
^120$-Landmark UK-Customs clearance delay,^120$,RegEx,e6e3e3b7-6046-40ac-8236-21d12576a5e7,Landmark UK,b1224877-ddcd-4bc9-a670-16b856255a36,Customs clearance delay,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
^998$-Norsk UK-Missing or incomplete export documentation,^998$,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
^806$-Norsk UK-In Transit,^806$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
^688$-Norsk UK-Customs clearance in progress,^688$,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Customs clearance in progress,Held for inspection by government agency,e197487d-bc6b-48e8-a617-3b80bfc78144
^805$-Norsk UK-Warehouse Scan,^805$,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
^745$-Norsk UK-Shipment manifested,^745$,RegEx,fab7a1ed-c7e2-42bf-852b-0c7f3d2038b3,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Shipment manifested,Collection scheduled,2c23cb2a-1856-476c-8070-59ea2cbb1ca7
^792$-Norsk UK-Delivery failed,^792$,RegEx,f743d215-d4e9-4bbf-ba3f-b3a8dbe0018c,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Delivery failed,Unable to deliver,67224b76-1437-4890-877c-d375005362a8
^985$-Norsk UK-In Transit,^985$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
^991$-Norsk UK-Delivery attempted. Receiver not available for delivery,^991$,RegEx,1c7ea3b8-dbe6-49d6-98e1-7b80b227e269,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Delivery attempted. Receiver not available for delivery,Delivery attempted,b9c04e40-5251-47e9-8a3a-baeb9c05d5b8
^1048$-Norsk UK-In Transit,^1048$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
^1065$-Norsk UK-Warehouse Scan,^1065$,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Warehouse Scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
^1411$-Norsk UK-In Transit,^1411$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
^1448$-Norsk UK-Internal activity scan,^1448$,RegEx,91349ad2-8859-4778-a6a2-a280b3e2a2e8,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Internal activity scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
^1066$-Norsk UK-Delivery rescheduled,^1066$,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Delivery rescheduled,Transferred to third party for delivery,54e3331f-0c46-4137-86b0-0f477cd2e3df
^789$-Norsk UK-Additional information or paperwork required for customs clearance,^789$,RegEx,41d9399a-3514-420d-a36b-53c539b89423,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Additional information or paperwork required for customs clearance,Awaiting further instructions,c5112a6b-1b24-44e2-a931-2e91c0650601
^698$-Norsk UK-Additional information or paperwork required for customs clearance,^698$,RegEx,41d9399a-3514-420d-a36b-53c539b89423,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Additional information or paperwork required for customs clearance,Missing or incomplete export documentation,670d81f1-0218-4fb2-848d-6a3bd0098713
^1506$-Norsk UK-Transferred to third party for delivery,^1506$,RegEx,54e3331f-0c46-4137-86b0-0f477cd2e3df,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,Transferred to third party for delivery,Handed to partner carrier,dd8de472-5173-423d-a1f3-b2227c97b522
^1500$-Norsk UK-In Transit,^1500$,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,Norsk UK,01f30ac3-4496-408f-b1b0-dc6ed4a36006,In Transit,Departure Scan,ddb74326-d54d-4dfe-9624-abdb3d6cc0c5
