carrierId,carrier,pattern,proposed_scan_group,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,i145,Internal activity scan,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,address amended by client,Change of delivery address,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the driver was unable to collect funds on the final delivery attempt,Final delivery attempt. Unable to collect tax payment.,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,damaged after hub returns receipt,Package damaged in transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery refused by driver using saturn,Delivery refused,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,signed delivery notice,new__Signed delivery notice,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,signed delivery notice,new__Signed delivery notice,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered left at emm dee stores received by dinish,Delivered to neighbour,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1648,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery runsheet image available,Internal activity scan,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,774,Delivery attempted. Receiver not available for delivery,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,confirmed returns fraud,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup point requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,deliver to alternative address requested,Delivery to alternative address requested,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,collection updated,not_clear,New instructions received - We updated the delivery information for your package,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delay fedex holding package,Shipment on hold,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,van held locker full,"New_locker full, transit delay ",,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver recipient absent by drew,Delivery attempted. Receiver not available for delivery,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver refused by recipient by drew,Delivery refused,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver refused to sign by drew,Delivery refused,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered left at 49 received by lisa,Delivered to neighbour,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,637,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,returned to sender,Returned to sender,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your package was upgraded to a new service level,new_service upgrade processed,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delay we have your package,Transit delay,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,i123,Information needed from the receiver,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered left at 67 surbiton road londis shop received by patel,Delivered to neighbour,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered left at 53 received by lowing,Delivered to neighbour,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,663,In Transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,reminder email sent successfully,new_sms noytification sent,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your delivery has been rescheduled,Delivery rescheduled,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for wed 24 april 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,offshore downgrade hazardous goods,new_service downgraded due to hazourdous goods,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,we can t deliver due to a road incident we ll update tracking once your parcel is on its way,Delivery delayed due to a traffic related issue,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,i130,Delivery rescheduled,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,this delivery was made after the ups service commitment time of noon,New_delivered late,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the c o d amount is missing from the label we re attempting to update this information,not_clear,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivered left at back door,Driver release - Delivered to a safe place,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,693,Power of attorney documentation missing,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,660,Shipment partially received,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,ready for collection pickup,Shipment ready for collection from pick-up point,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,change delivery date requested,New instructions received - We updated the delivery information for your package,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we tried to deliver to the business but it was closed a second attempt will be made the next business day,1st of 3 Delivery attempts. Receiver not available,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delay recipient location security delay delivery will be reattempted,Delivery attempted. Security access needed for delivery.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for wed 10 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver,Unable to deliver,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for tue 03 september 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,727,Departure Scan,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,i124,Shipment on hold,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,iccp,Delivered to collection point or pick-up location,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivered left at front desk,Delivered,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1588,new__new__Shipment Value exceeds service limits,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the driver was not able to receive payment a final attempt will be made the next business day,Delivery attempted. Unable to collect tax payment.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup locker yeep the brewery requested collect from pickup acknowledgement e mail notification sent,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,receiver refused to pay on delivery,Delivery refused,NEW_duties and taxes payment refused on delivery,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we received a request from the receiver to reschedule the delivery,Request to reschedule delivery,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we tried to deliver to the business again but it was closed a final attempt will be made the next business day,Delivery attempted. Receiver not available for delivery,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1550,Shipment on hold,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,the parcel is at the local depot and is being sorted for delivery within 24 hours,In Transit,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,closed shipment,not_clear,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivery updated held unable to collect payment,Held awaiting tax payment by the receiver,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,as requested by the sender this package requires special handling,Special handling required requested,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,this parcel is too large a specialist evri courier will deliver on the next working day,new_specialist vehical required due to size ,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the street number is incorrect this may delay delivery we re attempting to update the address,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,670,Delay due to flight cancelled or delayed,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,scheduled for movement,In Transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,held unexpected/uncontrollable event,Delayed due to circumstances beyond our control - Corrective action underway,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,late arrival in transit,Transit delay,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,icax,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,delivered to customer,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to pickup point sms notification proof of delivery sms notification sent,new_notification sent…... ,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,we ve left the package on one of our planes this may cause a delay,Transit delay,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,your delivery will be rescheduled,Delivery rescheduled,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,ups will follow up with the sender,Carrier to contact sender or receiver,new_carrier to contact sender,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,a missing commercial invoice is causing a delay we are working to obtain this information,Additional information or paperwork required for customs clearance,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we ve updated the delivery address as requested by the receiver,Change of delivery address,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,903,Additional information or paperwork required for customs clearance.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup locker homebase requested collect from pickup acknowledgement sms collect from pickup acknowledgement e mail notification sent,Delivery to pick-up point requested,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your shipment s delivery will be scheduled upon entry clearance or returned if denied entry,Customs clearance in progress,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the address has been updated as the receiver requested,Change of delivery address,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,ups printed and applied the shipping label,Internal activity scan,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the company or receiver name is incorrect this will delay delivery we re attempting to update this information,Correct company or receiver name needed for delivery,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver uncontrollable event,Unable to deliver,new_unable to deliver due to events outside of our control,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,as requested by the sender the package will be delivered later than the normal delivery time for your area,Delivery rescheduled,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,ups my choice member s chosen ups access point preferences are not available,new_,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,in clearance processing,Customs clearance in progress,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,622,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,prohibited goods,new__prohibited goods,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,held in pra stop and return,Shipment on hold,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1545,Tax payment received,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the ups access point selected as part of your delivery change request is unavailable at this time please select an alternate location for delivery,"new_pick up point unavailable, please select an alternative",,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1526,not_clear,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1613,not_clear,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your package has been delayed due to a security check,Security Inspection completed,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for sat 06 april 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop not possible pickup delay sms notification sent,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,held in depot contents checked,Held for inspection by government agency,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,damaged after depot receipt,Package damaged in transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for sat 31 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,preadvice update,Internal activity scan,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1592,not_clear,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,626,not_clear,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,delivery preference specified,New instructions received - We updated the delivery information for your package,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,613,not_clear,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver doesn t accept c o d s and refused the delivery,Delivery refused,New_Delivery refused - tax payment,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for sat 06 april 2024 between 07 00 and 22 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the company or receiver name is incorrect your delivery will be rescheduled once this issue is resolved,Correct company or receiver name needed for delivery,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,delivery will be delayed by one business day,Transit delay,new - trasnit delay ------- + reason ,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop not possible sms e mail notification sent,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,supplementary information has been received and merged with applicable shipment data,Internal activity scan,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the package contains an unauthorized tobacco commodity and we are unable to complete the delivery,Shipment on hold due to restricted items,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,dropped off at fedex authorized shipcenter rawleigh food mart,Shipment dropped off awaiting carrier collection,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by sandro strasser,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver address changed,Change of delivery address,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup locker stonegate talisman tunstall requested collect from pickup acknowledgement sms collect from pickup acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver refused not required,Delivery refused,new_delivery refused- not required,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delay customer access delay,not_clear,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,a guaranteed service refund has been requested for this package,not_clear,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the delivery date has been rescheduled as the receiver requested,Delivery rescheduled,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the package is being held for a future delivery date we ll attempt to deliver on the date requested,Delivery scheduled for a future date,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,refused not ordered,Delivery refused,new _delivery refused - not ordered,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,held for payment,Held awaiting tax payment by the receiver,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,delivery attempted,Delivery attempted,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the package is being held for pickup as the receiver requested pickup must be made within 5 business days,Package needs to be collected within 5 business days,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we ve received a request from the receiver to hold the package for pickup at a ups location,Receiver to pick up shipment,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery refused as the contact name was not recognised by sam,Delivery refused,new_Delivery refused - contact person unknown,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop not possible pickup delay sms pickup delay e mail notification sent,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for sat 02 march 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we are trying to get the security access our driver needs for this delivery,new_security access instructions required for delivery,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,as requested by the sender the delivery change for this package was completed,New instructions received - We updated the delivery information for your package,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your package entry was rejected by the clearing agency we will process according to the sender s instructions,new_Customs clearance failed - Instructions required,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,delivery has been rescheduled due to holiday closures,Delivery rescheduled due to holiday closures,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,/ the receiver has acknowledged receipt of this package,Delivered,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,unfortunately a labor strike unrelated to ups has prevented delivery of your package,Delay due to industrial action,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup locker esso westbound requested not home sms not home e mail notification sent,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,ready for collection sms confirmed as received,Shipment ready for collection from pick-up point,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1447,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for thu 29 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,Delivery rescheduled,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the receiver requested ups my choice authorize shipment release,Internal activity scan,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we were unable to deliver your package it s on the way to a secure ups access point location for pick up,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,return label link emailed to return sender,New_return label left with sender,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the recovery intercept was successfully completed,Internal activity scan,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered left at quinn roofing received by dunn,Delivered to neighbour,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,delivered to ups access point,Delivered to collection point or pick-up location,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,ups access point possession,Shipment ready for collection from pick-up point,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,pending information from origin depot,Shipment on hold,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1488,Missing import license required for clearance,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,misrouted via gp,Carrier misrouted the shipment - Corrective action underway,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver has moved we will deliver the package to the receiver s new address,Receiver moved,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,customs inspection required,Held for inspection by government agency,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,/ all merchandise was not recoverable and was discarded ups will notify the sender with details of the damage,Package damaged and contents discarded,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by justyna weiss,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,missing shipment data is causing a delay we are awaiting electronic data upload from the shipper,Transit delay,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,your package is pending release from a government agency once they release it your package will be on its way,Awaiting release from customs,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,damaged after driver collected from locker,Package damaged in transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by esser dr simone,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by wolfgang jern,Driver release - Delivered to a safe place,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1510,In Transit,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,629,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by nimatullah azami,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the delivery address provided is incorrect we are attempting to update the address your delivery will be rescheduled,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by thomas haderli c/o llan lin,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we ve missed the scheduled transfer time this may cause a delay,Delay due to operational reasons,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the ups surepost package was misrouted it is currently being transferred to the correct usps office for final delivery,Carrier misrouted the shipment - Corrective action underway,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,we ll contact the sender or receiver because sender/importer validation is required by customs before release,Additional information required for customs clearance,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by windler,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the delivery will be rescheduled as the receiver requested,Delivery rescheduled,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,we have arrange for this parcel to be returned as requested by the retailer,Returned to sender,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by huber kerstin,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,this package is being held for a future delivery date,Delivery scheduled for a future date,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,security inspection,Held for inspection by government agency,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,945,Shipment on hold due to restricted items,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by tatjana lewinski,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by wolthusen janine,Driver release - Delivered to a safe place,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivered left at front door package delivered to recipient address release authorized,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered id checked,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by elbadawi sophie,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by kern wolfgang,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the delivery change was completed,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by michael rumpel,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,the parcel has been requested to be returned,Shipment to be returned,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,a claim has been issued to the sender for your package please contact the sender for more information,Request to contact carrier,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,an investigation has been opened for your lost package,Investigation opened for lost package,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,good news we ve received export clearance information for your package this hold has been resolved,Released by customs. Clearance complete.,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,agreed delivery,Package on hold for delivery,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1419,Labelling error by sender,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by silke hoenselaar,Delivered to alternative address,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1624,not_clear,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,617,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver refused by recipient by gilles,Delivery refused,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we require a phone number for the delivery address,Information needed from the receiver,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,your package has been released by the government agency,Released by customs. Clearance complete.,,,,
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,i525,not_clear,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,not home,Delivery attempted. Receiver not available for delivery,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,we missed you again we ll make a final attempt on the next business day,2nd delivery attempt. Receiver not available.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address by almira batanovic,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by baskakov,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by doris heine,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop viatim nederland b v hoofdaccoun requested,Delivery to pick-up point requested,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we re sorry your package was delayed we are adjusting delivery plans as quickly as possible,Transit delay,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,potential security issue,not_clear,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delay your package is over the size/weight limit,Package exceeds maximum weight,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,843,Held for inspection by government agency,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by bernd mutke,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup locker not possible collect from pickup apology sms collect from pickup apology e mail notification sent,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,,,,
