carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status,normalizedScan_decoded,proposed_sg_gpt_gpt-4o-mini_10,proposed_sg_gpt_gpt-4o-mini
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019913+00:00,"Delivered (left at , UK electricals whole sale (trade counter) offic2), received by SAM",delivered left at uk electricals whole sale trade counter offic2 received by sam,1369,Not Matched,delivered left at uk electricals whole sale trade counter offic2 received by sam,Delivered to neighbour,Delivered to neighbour
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019916+00:00,"Delivered (left at , Unit 10), received by JIM",delivered left at unit 10 received by jim,4553,Not Matched,delivered left at unit 10 received by jim,Delivered to neighbour,Delivered to neighbour
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019917+00:00,"Delivered (left at , Unit11), received by JERRY",delivered left at unit11 received by jerry,712,Not Matched,delivered left at unit11 received by jerry,Delivered to neighbour,Delivered to neighbour
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019918+00:00,"Delivered (left at Unit 2, Jm clark), received by ASAL",delivered left at unit 2 jm clark received by asal,1425,Not Matched,delivered left at unit 2 jm clark received by asal,Delivered to neighbour,Delivered to neighbour
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019919+00:00,"Delivered (left at , Unit no5), received by IIAN",delivered left at unit no5 received by iian,706,Not Matched,delivered left at unit no5 received by iian,Delivered to neighbour,Delivered to neighbour
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019921+00:00,Delivered to Alternative Address,delivered to alternative address,26,Not Matched,delivered to alternative address,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019922+00:00,"Delivered to Alternative Address, by ALMIRA BATANOVIC",delivered to alternative address by almira batanovic,33,Not Matched,delivered to alternative address by almira batanovic,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019927+00:00,"Delivered to Alternative Address, received by A . DE JONG",delivered to alternative address received by a de jong,11,Not Matched,delivered to alternative address received by a de jong,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019929+00:00,"Delivered to Alternative Address, received by BURN",delivered to alternative address received by burn,12,Not Matched,delivered to alternative address received by burn,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101993+00:00,"Delivered to Alternative Address, received by BUUR V",delivered to alternative address received by buur v,12,Not Matched,delivered to alternative address received by buur v,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019931+00:00,"Delivered to Alternative Address, received by GOEDT.M",delivered to alternative address received by goedt m,5,Not Matched,delivered to alternative address received by goedt m,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019934+00:00,"Delivered to Alternative Address, received by HANDYHAUS",delivered to alternative address received by handyhaus,14,Not Matched,delivered to alternative address received by handyhaus,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019935+00:00,"Delivered to Alternative Address, received by HANDY VIP EYUP",delivered to alternative address received by handy vip eyup,7,Not Matched,delivered to alternative address received by handy vip eyup,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019935+00:00,"Delivered to Alternative Address, received by HARTMANN",delivered to alternative address received by hartmann,7,Not Matched,delivered to alternative address received by hartmann,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019936+00:00,"Delivered to Alternative Address, received by J SJ",delivered to alternative address received by j sj,7,Not Matched,delivered to alternative address received by j sj,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019938+00:00,"Delivered to Alternative Address, received by KROEBER",delivered to alternative address received by kroeber,7,Not Matched,delivered to alternative address received by kroeber,Delivery to alternative address requested,Delivery to alternative address requested
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101994+00:00,"Delivered to Alternative Address, received by MILOP",delivered to alternative address received by milop,12,Not Matched,delivered to alternative address received by milop,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019941+00:00,"Delivered to Alternative Address, received by NR87",delivered to alternative address received by nr87,7,Not Matched,delivered to alternative address received by nr87,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019942+00:00,"Delivered to Alternative Address, received by SILKE HOENSELAAR",delivered to alternative address received by silke hoenselaar,36,Not Matched,delivered to alternative address received by silke hoenselaar,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019943+00:00,"Delivered to Alternative Address, received by STUMMER",delivered to alternative address received by stummer,13,Not Matched,delivered to alternative address received by stummer,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019944+00:00,"Delivered to Alternative Address, received by TOL F",delivered to alternative address received by tol f,12,Not Matched,delivered to alternative address received by tol f,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019945+00:00,Delivered to Pickup Point SMS Notification Proof of Delivery SMS notification sent,delivered to pickup point sms notification proof of delivery sms notification sent,119,Not Matched,delivered to pickup point sms notification proof of delivery sms notification sent,Shipment ready for collection from pick-up point,Shipment ready for collection from pick-up point
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019947+00:00,Delivered to Post Office/Collection Point,delivered to post office/collection point,374,Not Matched,delivered to post office/collection point,new__Delivered to collection point or pick-up location,new__Delivered to collection point or pick-up location
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019947+00:00,"Delivered with Consignee's Authority, by ACKLAM, STUART",delivered with consignee s authority by acklam stuart,7,Not Matched,delivered with consignee s authority by acklam stuart,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019949+00:00,"Delivered with Consignee's Authority, by BOGDAHN, HOLGER",delivered with consignee s authority by bogdahn holger,6,Not Matched,delivered with consignee s authority by bogdahn holger,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019951+00:00,"Delivered with Consignee's Authority, by EVM 68",delivered with consignee s authority by evm 68,20,Not Matched,delivered with consignee s authority by evm 68,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019952+00:00,"Delivered with Consignee's Authority, by GRÃƒÂ¶PKE, STEFFEN",delivered with consignee s authority by grÃ£ pke steffen,7,Not Matched,delivered with consignee s authority by grÃ£ pke steffen,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019953+00:00,"Delivered with Consignee's Authority, by MANGOLD, FLORIAN",delivered with consignee s authority by mangold florian,7,Not Matched,delivered with consignee s authority by mangold florian,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019955+00:00,"Delivered with Consignee's Authority, by SANDRO STRASSER",delivered with consignee s authority by sandro strasser,69,Not Matched,delivered with consignee s authority by sandro strasser,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019956+00:00,"Delivered with Consignee's Authority, by SCHMITT",delivered with consignee s authority by schmitt,12,Not Matched,delivered with consignee s authority by schmitt,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019957+00:00,"Delivered with Consignee's Authority, by SEETHALER, FLORIAN",delivered with consignee s authority by seethaler florian,7,Not Matched,delivered with consignee s authority by seethaler florian,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019957+00:00,"Delivered with Consignee's Authority, by STRITTMATTER, NICOLE UND OLIVER",delivered with consignee s authority by strittmatter nicole und oliver,7,Not Matched,delivered with consignee s authority by strittmatter nicole und oliver,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101996+00:00,"Delivered with Consignee's Authority, by WAJIHA NOOR MALIK",delivered with consignee s authority by wajiha noor malik,27,Not Matched,delivered with consignee s authority by wajiha noor malik,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019961+00:00,"Delivered with Consignee's Authority, received by ADIDAS AG HZO BRENES, YOLANDA GOME",delivered with consignee s authority received by adidas ag hzo brenes yolanda gome,7,Not Matched,delivered with consignee s authority received by adidas ag hzo brenes yolanda gome,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019962+00:00,"Delivered with Consignee's Authority, received by AICHHOLZ, MARC",delivered with consignee s authority received by aichholz marc,7,Not Matched,delivered with consignee s authority received by aichholz marc,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019964+00:00,"Delivered with Consignee's Authority, received by ANNIKA HAAS",delivered with consignee s authority received by annika haas,29,Not Matched,delivered with consignee s authority received by annika haas,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019965+00:00,"Delivered with Consignee's Authority, received by ARGIROV-GILLMEISTER, DIMITAR + MARK",delivered with consignee s authority received by argirov gillmeister dimitar mark,12,Not Matched,delivered with consignee s authority received by argirov gillmeister dimitar mark,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019966+00:00,"Delivered with Consignee's Authority, received by BASKAKOV",delivered with consignee s authority received by baskakov,33,Not Matched,delivered with consignee s authority received by baskakov,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019968+00:00,"Delivered with Consignee's Authority, received by BERND MUTKE",delivered with consignee s authority received by bernd mutke,32,Not Matched,delivered with consignee s authority received by bernd mutke,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101997+00:00,"Delivered with Consignee's Authority, received by BRÃƒÂ¼NING, SARAH",delivered with consignee s authority received by brÃ£ ning sarah,7,Not Matched,delivered with consignee s authority received by brÃ£ ning sarah,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019971+00:00,"Delivered with Consignee's Authority, received by DÃƒÂ¶RNER, MICHAEL",delivered with consignee s authority received by dÃ£ rner michael,12,Not Matched,delivered with consignee s authority received by dÃ£ rner michael,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019973+00:00,"Delivered with Consignee's Authority, received by DEN BOER, MARKUS",delivered with consignee s authority received by den boer markus,27,Not Matched,delivered with consignee s authority received by den boer markus,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019974+00:00,"Delivered with Consignee's Authority, received by DESER",delivered with consignee s authority received by deser,7,Not Matched,delivered with consignee s authority received by deser,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019975+00:00,"Delivered with Consignee's Authority, received by DORIS HEINE",delivered with consignee s authority received by doris heine,33,Not Matched,delivered with consignee s authority received by doris heine,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019977+00:00,"Delivered with Consignee's Authority, received by DR. FLORIAN STELLMACHER",delivered with consignee s authority received by dr florian stellmacher,31,Not Matched,delivered with consignee s authority received by dr florian stellmacher,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019977+00:00,"Delivered with Consignee's Authority, received by EASYPAKETSHOP",delivered with consignee s authority received by easypaketshop,7,Not Matched,delivered with consignee s authority received by easypaketshop,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019979+00:00,"Delivered with Consignee's Authority, received by ELBADAWI, SOPHIE",delivered with consignee s authority received by elbadawi sophie,39,Not Matched,delivered with consignee s authority received by elbadawi sophie,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019982+00:00,"Delivered with Consignee's Authority, received by ESSER, DR. SIMONE",delivered with consignee s authority received by esser dr simone,47,Not Matched,delivered with consignee s authority received by esser dr simone,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019983+00:00,"Delivered with Consignee's Authority, received by EVGENIA GRISHINA",delivered with consignee s authority received by evgenia grishina,9,Not Matched,delivered with consignee s authority received by evgenia grishina,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019986+00:00,"Delivered with Consignee's Authority, received by FAIZA UMATUL",delivered with consignee s authority received by faiza umatul,7,Not Matched,delivered with consignee s authority received by faiza umatul,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019987+00:00,"Delivered with Consignee's Authority, received by GOEBBER",delivered with consignee s authority received by goebber,7,Not Matched,delivered with consignee s authority received by goebber,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019988+00:00,"Delivered with Consignee's Authority, received by GOHLKE THOMAS",delivered with consignee s authority received by gohlke thomas,22,Not Matched,delivered with consignee s authority received by gohlke thomas,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.101999+00:00,"Delivered with Consignee's Authority, received by HAÃƒÂŸELMANN",delivered with consignee s authority received by haÃ£ elmann,7,Not Matched,delivered with consignee s authority received by haÃ£ elmann,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019991+00:00,"Delivered with Consignee's Authority, received by HAGEDORN, BENJAMIN",delivered with consignee s authority received by hagedorn benjamin,7,Not Matched,delivered with consignee s authority received by hagedorn benjamin,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019992+00:00,"Delivered with Consignee's Authority, received by HAGEN",delivered with consignee s authority received by hagen,7,Not Matched,delivered with consignee s authority received by hagen,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019995+00:00,"Delivered with Consignee's Authority, received by HALLER",delivered with consignee s authority received by haller,7,Not Matched,delivered with consignee s authority received by haller,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019996+00:00,"Delivered with Consignee's Authority, received by HOLESCHEK + WESTERN STYLE SHOPPING",delivered with consignee s authority received by holeschek western style shopping,6,Not Matched,delivered with consignee s authority received by holeschek western style shopping,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019997+00:00,"Delivered with Consignee's Authority, received by HUBER, KERSTIN",delivered with consignee s authority received by huber kerstin,42,Not Matched,delivered with consignee s authority received by huber kerstin,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1019998+00:00,"Delivered with Consignee's Authority, received by JACQUELINE JOKIC",delivered with consignee s authority received by jacqueline jokic,10,Not Matched,delivered with consignee s authority received by jacqueline jokic,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102+00:00,"Delivered with Consignee's Authority, received by JUNGERMANN, DOMINIK",delivered with consignee s authority received by jungermann dominik,7,Not Matched,delivered with consignee s authority received by jungermann dominik,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020001+00:00,"Delivered with Consignee's Authority, received by JUSTYNA WEISS",delivered with consignee s authority received by justyna weiss,48,Not Matched,delivered with consignee s authority received by justyna weiss,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020002+00:00,"Delivered with Consignee's Authority, received by KERN, WOLFGANG",delivered with consignee s authority received by kern wolfgang,39,Not Matched,delivered with consignee s authority received by kern wolfgang,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020005+00:00,"Delivered with Consignee's Authority, received by KINDERMANN, WOLFGANG",delivered with consignee s authority received by kindermann wolfgang,14,Not Matched,delivered with consignee s authority received by kindermann wolfgang,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020007+00:00,"Delivered with Consignee's Authority, received by KINGA PINTEROVA",delivered with consignee s authority received by kinga pinterova,7,Not Matched,delivered with consignee s authority received by kinga pinterova,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020008+00:00,"Delivered with Consignee's Authority, received by KRAUS",delivered with consignee s authority received by kraus,7,Not Matched,delivered with consignee s authority received by kraus,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020009+00:00,"Delivered with Consignee's Authority, received by LAMM, MARIO",delivered with consignee s authority received by lamm mario,12,Not Matched,delivered with consignee s authority received by lamm mario,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020012+00:00,"Delivered with Consignee's Authority, received by LERCH, SARAH UND PHILIPP",delivered with consignee s authority received by lerch sarah und philipp,7,Not Matched,delivered with consignee s authority received by lerch sarah und philipp,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020013+00:00,"Delivered with Consignee's Authority, received by MAIL, SAM",delivered with consignee s authority received by mail sam,7,Not Matched,delivered with consignee s authority received by mail sam,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020015+00:00,"Delivered with Consignee's Authority, received by MARAUN /17732 THORSTEN",delivered with consignee s authority received by maraun /17732 thorsten,7,Not Matched,delivered with consignee s authority received by maraun /17732 thorsten,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020016+00:00,"Delivered with Consignee's Authority, received by MICHAEL RUMPEL",delivered with consignee s authority received by michael rumpel,37,Not Matched,delivered with consignee s authority received by michael rumpel,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020019+00:00,"Delivered with Consignee's Authority, received by NIMATULLAH AZAMI",delivered with consignee s authority received by nimatullah azami,45,Not Matched,delivered with consignee s authority received by nimatullah azami,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102002+00:00,"Delivered with Consignee's Authority, received by ODER, RAINER",delivered with consignee s authority received by oder rainer,7,Not Matched,delivered with consignee s authority received by oder rainer,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020021+00:00,"Delivered with Consignee's Authority, received by ORTMEIER",delivered with consignee s authority received by ortmeier,7,Not Matched,delivered with consignee s authority received by ortmeier,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020022+00:00,"Delivered with Consignee's Authority, received by PETTERSON, RONALD",delivered with consignee s authority received by petterson ronald,7,Not Matched,delivered with consignee s authority received by petterson ronald,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020024+00:00,"Delivered with Consignee's Authority, received by PREBECK, KATHRIN",delivered with consignee s authority received by prebeck kathrin,11,Not Matched,delivered with consignee s authority received by prebeck kathrin,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020025+00:00,"Delivered with Consignee's Authority, received by RUGINS DE MONTOYA, SUSAN",delivered with consignee s authority received by rugins de montoya susan,7,Not Matched,delivered with consignee s authority received by rugins de montoya susan,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020027+00:00,"Delivered with Consignee's Authority, received by SAAGER, NORMAN UND SABINE",delivered with consignee s authority received by saager norman und sabine,7,Not Matched,delivered with consignee s authority received by saager norman und sabine,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020029+00:00,"Delivered with Consignee's Authority, received by SCHULE BIRKLEHOF E.V.",delivered with consignee s authority received by schule birklehof e v,6,Not Matched,delivered with consignee s authority received by schule birklehof e v,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102003+00:00,"Delivered with Consignee's Authority, received by SEITZ, CHRISTOPHER",delivered with consignee s authority received by seitz christopher,7,Not Matched,delivered with consignee s authority received by seitz christopher,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020031+00:00,"Delivered with Consignee's Authority, received by SELI GMBH A TECHNIK",delivered with consignee s authority received by seli gmbh a technik,12,Not Matched,delivered with consignee s authority received by seli gmbh a technik,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020032+00:00,"Delivered with Consignee's Authority, received by SOPPA, BRUNO",delivered with consignee s authority received by soppa bruno,12,Not Matched,delivered with consignee s authority received by soppa bruno,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020034+00:00,"Delivered with Consignee's Authority, received by STEPHAN, TOBIAS",delivered with consignee s authority received by stephan tobias,7,Not Matched,delivered with consignee s authority received by stephan tobias,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020034+00:00,"Delivered with Consignee's Authority, received by STOCK, SEBASTIAN",delivered with consignee s authority received by stock sebastian,10,Not Matched,delivered with consignee s authority received by stock sebastian,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
