carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383839+00:00,"Delivered (left at , Raze the roof), received by SMITH",delivered left at raze the roof received by smith,696,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383814+00:00,"Delivered (left at 9, 0pp), received by RICHARD",delivered left at 9 0pp received by richard,694,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383417+00:00,1585,1585,693,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383507+00:00,Damage investigation currently in progress.,damage investigation currently in progress,690,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383513+00:00,"Due to an operational delay, your package delivery has been postponed by one business day.",due to an operational delay your package delivery has been postponed by one business day,689,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383758+00:00,"Delivered (left at 11, ), received by OWENS",delivered left at 11 received by owens,689,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384011+00:00,Delivery to DPD Pickup Locker BP Milton Regis Service Station requested Not@Home SMS notification sent,delivery to dpd pickup locker bp milton regis service station requested not home sms notification sent,689,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384496+00:00,Locker Access Problem,locker access problem,689,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738456+00:00,Van Held - Locker Technical issue,van held locker technical issue,684,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384449+00:00,IDD,idd,683,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384546+00:00,The customer has requested that this parcel be diverted to their porch,the customer has requested that this parcel be diverted to their porch,682,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383666+00:00,We missed you. We are taking your package to a local UPS Access Point™ next business day for customer pickup.,we missed you we are taking your package to a local ups access point next business day for customer pickup,665,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383384+00:00,1438,1438,659,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384417+00:00,Your parcel has been been handed to the Airline for export from the UK,your parcel has been been handed to the airline for export from the uk,656,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384528+00:00,Return has been processed at the Evri hub and will be with the retailer shortly,return has been processed at the evri hub and will be with the retailer shortly,654,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383783+00:00,"Delivered (left at 38, ), received by PAUL",delivered left at 38 received by paul,653,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384631+00:00,Delay - Adult recipient unavailable (age and required identification vary by country,delay adult recipient unavailable age and required identification vary by country,631,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383744+00:00,Confirmed at DPD Pickup Locker,confirmed at dpd pickup locker,630,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384478+00:00,Delivery Instruction Amended by Client,delivery instruction amended by client,630,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383767+00:00,"Delivered (left at 2, ), received by MCGOWAN",delivered left at 2 received by mcgowan,626,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738371+00:00,Your package may be delayed due to our trailer running behind schedule.,your package may be delayed due to our trailer running behind schedule,616,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383544+00:00,The address was changed as the receiver requested.,the address was changed as the receiver requested,614,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384695+00:00,Shipment exception - FedEx holding package,shipment exception fedex holding package,613,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384162+00:00,"Manually Sorted, Non-Conveyable Traffic",manually sorted non conveyable traffic,601,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383568+00:00,The damage inspection request has been reissued.,the damage inspection request has been reissued,588,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738376+00:00,"Delivered (left at 12, ), received by EDWARDS",delivered left at 12 received by edwards,572,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384419+00:00,I112,i112,568,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384529+00:00,Return has been processed at the EVRi hub and will be with the retailer shortly,return has been processed at the evri hub and will be with the retailer shortly,552,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384423+00:00,I137,i137,540,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384614+00:00,Record of Transit,record of transit,539,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383505+00:00,Customer has picked up package at UPS Access Point™.,customer has picked up package at ups access point,532,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383584+00:00,The package is not claim eligible because there is a contract or account restriction.,the package is not claim eligible because there is a contract or account restriction,529,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383644+00:00,UPS is unable to deliver the package because the address is incomplete. Attempts to obtain address information were unsuccessful. Package is being returned to sender.,ups is unable to deliver the package because the address is incomplete attempts to obtain address information were unsuccessful package is being returned to sender,527,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383501+00:00,"At the receiver's request, delivery has been delayed.",at the receiver s request delivery has been delayed,520,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384427+00:00,I166,i166,517,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383446+00:00,673,673,513,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384615+00:00,Response Received,response received,506,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384432+00:00,I232,i232,501,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383639+00:00,UPS is reviewing the shipment clearance information. We will notify you if additional information is needed.,ups is reviewing the shipment clearance information we will notify you if additional information is needed,491,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383593+00:00,The receiver has moved. We're returning the package to the sender.,the receiver has moved we re returning the package to the sender,488,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383378+00:00,1417,1417,487,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384595+00:00,Clearance Release,clearance release,487,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383621+00:00,Unauthorized animal identified in package contents,unauthorized animal identified in package contents,478,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384699+00:00,Shipment exception - Your package is over the size/weight limit,shipment exception your package is over the size/weight limit,478,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384474+00:00,Deferred P&C Scan,deferred p c scan,477,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383377+00:00,1055,1055,470,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383392+00:00,1466,1466,467,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383589+00:00,The package was refused by the recipient and will be returned to the sender.,the package was refused by the recipient and will be returned to the sender,449,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383605+00:00,The receiver will pick up the package within 5 business days at a UPS location.,the receiver will pick up the package within 5 business days at a ups location,449,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738454+00:00,Stop and Return Acknowledged ,stop and return acknowledged,447,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383676+00:00,We were not able to deliver the package after 3 attempts and will be returning the package to the sender.,we were not able to deliver the package after 3 attempts and will be returning the package to the sender,446,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383553+00:00,The cargo-aircraft-only dangerous goods package is being held due to UPS aircraft capacity limitations.,the cargo aircraft only dangerous goods package is being held due to ups aircraft capacity limitations,445,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384573+00:00,We're unable to deliver this parcel today. Please send a replacement parcel,we re unable to deliver this parcel today please send a replacement parcel,445,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384564+00:00,We couldn't deliver today due to a transport incident. We'll update tracking for your parcel soon ,we couldn t deliver today due to a transport incident we ll update tracking for your parcel soon,441,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383594+00:00,THE RECEIVER HAS MOVED. WE WILL DELIVER THE PACKAGE TO THE RECEIVER'S NEW ADDRESS.,the receiver has moved we will deliver the package to the receiver s new address,440,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383692+00:00,Your package exceeds the maximum length we can accept.,your package exceeds the maximum length we can accept,439,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384453+00:00,Attempted Delivery,attempted delivery,433,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383581+00:00,The package is being processed for clearance.,the package is being processed for clearance,430,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383669+00:00,WE'RE RETURNING THIS PACKAGE TO THE SENDER AS REQUESTED BY THE RECEIVER.,we re returning this package to the sender as requested by the receiver,421,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383455+00:00,765,765,417,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384545+00:00,The address provided isn't correct so. Please send a replacement with the correct address.,the address provided isn t correct so please send a replacement with the correct address,415,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738447+00:00,Damaged after Pshop customer drop off,damaged after pshop customer drop off,414,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383698+00:00,Your package is being delayed due to the processing involved with handling lithium batteries.,your package is being delayed due to the processing involved with handling lithium batteries,409,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384164+00:00,Misloaded and Redirected,misloaded and redirected,404,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384342+00:00,The parcel was refused at the pickup point by the receiver,the parcel was refused at the pickup point by the receiver,404,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383619+00:00,This package was not picked up from the requested UPS facility and will be returned to the sender.,this package was not picked up from the requested ups facility and will be returned to the sender,399,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383592+00:00,"The receiver has moved, causing a delivery delay. Please resolve this using the ""Correct My Address"" link to resume the transit journey.",the receiver has moved causing a delivery delay please resolve this using the correct my address link to resume the transit journey,393,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383461+00:00,788,788,388,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738361+00:00,The street type shown in the address is incorrect. This may delay delivery. We're attempting to update the address.,the street type shown in the address is incorrect this may delay delivery we re attempting to update the address,380,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384394+00:00,"Unable to Deliver, Refused by Recipient",unable to deliver refused by recipient,380,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384697+00:00,Shipment exception - Location not currently served by FedEx,shipment exception location not currently served by fedex,380,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383502+00:00,"Click on ""Get Updates"" to receive email updates on your shipment's progress.",click on get updates to receive email updates on your shipment s progress,377,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384462+00:00,Damaged after Depot return despatch,damaged after depot return despatch,375,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383896+00:00,Delivered to Post Office/Collection Point,delivered to post office/collection point,374,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383509+00:00,"Damaged merchandise discarded, remaining contents returned to the sender. UPS will notify the sender with the details.",damaged merchandise discarded remaining contents returned to the sender ups will notify the sender with the details,372,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383572+00:00,The floor number is either missing or incorrect. This may delay delivery. We're attempting to update the address.,the floor number is either missing or incorrect this may delay delivery we re attempting to update the address,368,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384584+00:00,Arrival in Delivery Facility,arrival in delivery facility,366,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738457+00:00,We're unable to deliver this parcel as it has been damaged. Please send a replacement parcel,we re unable to deliver this parcel as it has been damaged please send a replacement parcel,365,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383392+00:00,1487,1487,359,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738358+00:00,The package has been sent to UPS Lost and Found.,the package has been sent to ups lost and found,354,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383837+00:00,"Delivered (left at , Rafs), received by RAF",delivered left at rafs received by raf,348,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738357+00:00,THE DRIVER WAS NOT ABLE TO RECEIVE PAYMENT. A FINAL ATTEMPT WILL BE MADE THE NEXT BUSINESS DAY.,the driver was not able to receive payment a final attempt will be made the next business day,347,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383506+00:00,CUSTOMER HAS PICKED UP PACKAGE AT UPS ACCESS POINT™.,customer has picked up package at ups access point,346,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384454+00:00,Awaiting Hub Return Despatch,awaiting hub return despatch,341,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384541+00:00,Stop and Return - Customer Dispute ,stop and return customer dispute,339,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384676+00:00,Dropped off at FedEx Authorized ShipCenter,dropped off at fedex authorized shipcenter,334,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383569+00:00,The damaged merchandise is being held at an agent's location. UPS will notify the sender with details of the damage.,the damaged merchandise is being held at an agent s location ups will notify the sender with details of the damage,333,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384543+00:00,Stop and Return - Parcel out of SLA ,stop and return parcel out of sla,330,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384617+00:00,Returned to Consignor,returned to consignor,328,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384679+00:00,Dropped off at FedEx Authorized ShipCenter-STAPLES - Package received after final location pickup has occurred. Scheduled for pickup next business day.,dropped off at fedex authorized shipcenter staples package received after final location pickup has occurred scheduled for pickup next business day,328,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383658+00:00,We are returning the package to the sender as the receiver requested.,we are returning the package to the sender as the receiver requested,326,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384532+00:00,Return to Depot - No Preadvce,return to depot no preadvce,323,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384634+00:00,Delay - FedEx holding package.,delay fedex holding package,320,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384555+00:00,This parcel is too large for our network so will be disposed of. Please send a replacement parcel,this parcel is too large for our network so will be disposed of please send a replacement parcel,318,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383417+00:00,1587,1587,315,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384536+00:00,Safe place - Residential concierge request,safe place residential concierge request,313,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383391+00:00,1460,1460,311,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384426+00:00,I145,i145,310,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384452+00:00,Address Amended by Client,address amended by client,302,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383743+00:00,Collected parcel from DPD Pickup Locker,collected parcel from dpd pickup locker,298,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384468+00:00,Damaged after Hub returns receipt,damaged after hub returns receipt,297,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384004+00:00,"Delivery refused, by DRIVER, using Saturn",delivery refused by driver using saturn,294,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383539+00:00,Signed delivery notice.,signed delivery notice,293,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383541+00:00,SIGNED DELIVERY NOTICE.,signed delivery notice,292,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383851+00:00,"Delivered (left at V8 repair), received by MARTIN",delivered left at v8 repair received by martin,289,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384012+00:00,Delivery to DPD Pickup Locker BP Somerby Hill Service Station requested Collect from Pickup Acknowledgement SMS notification sent,delivery to dpd pickup locker bp somerby hill service station requested collect from pickup acknowledgement sms notification sent,284,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384455+00:00,Change of delivery method alert - PShop,change of delivery method alert pshop,284,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384326+00:00,Scan to Warehouse,scan to warehouse,279,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383705+00:00,Your package is delayed. Check back later for delivery updates.,your package is delayed check back later for delivery updates,277,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384006+00:00,Delivery Runsheet image available,delivery runsheet image available,277,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383458+00:00,774,774,272,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384036+00:00,Delivery to DPD Pickup Point requested,delivery to dpd pickup point requested,257,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383748+00:00,Deliver to alternative address requested,deliver to alternative address requested,254,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384457+00:00,Collection Updated,collection updated,250,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384633+00:00,Delay - FedEx holding package,delay fedex holding package,249,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383634+00:00,UPS cannot deliver to P.O. boxes. We'll deliver the package to the updated address.,ups cannot deliver to p o boxes we ll deliver the package to the updated address,248,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384384+00:00,"Unable to Deliver, Recipient Absent, by DREW",unable to deliver recipient absent by drew,245,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384397+00:00,"Unable to Deliver, Refused by Recipient, by DREW",unable to deliver refused by recipient by drew,245,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384406+00:00,"Unable to Deliver, Refused to Sign, by DREW",unable to deliver refused to sign by drew,245,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383789+00:00,"Delivered (left at 49, ), received by LISA",delivered left at 49 received by lisa,244,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383441+00:00,637,637,243,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384007+00:00,Delivery to DPD Pickup Locker Best One requested Collect from Pickup Consumer Acknowledgement SMS & Collect from Pickup Consumer Acknowledgement e-mail notification sent,delivery to dpd pickup locker best one requested collect from pickup consumer acknowledgement sms collect from pickup consumer acknowledgement e mail notification sent,238,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384325+00:00,Returned to Sender,returned to sender,237,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383695+00:00,Your package has been delayed due to operating conditions. We will attempt to deliver again the next business day.,your package has been delayed due to operating conditions we will attempt to deliver again the next business day,235,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383717+00:00,Your package was upgraded to a new service level.,your package was upgraded to a new service level,235,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384641+00:00,Delay - We have your package,delay we have your package,234,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384558+00:00,Van Held - Locker Full,van held locker full,230,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384626+00:00,With Delivering Courier,with delivering courier,229,Not Matched
